left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 331.3901   195.10442 1727.2269 ],[ 329.9925   255.68951 1705.5997 ],[ 332.82935  110.25726 1720.9833 ],[ 407.644    290.76443 1592.6993 ],[ 408.39716  308.8648  1573.5734 ],[ 264.9539   208.11418 1768.528  ],[ 247.26372  287.9982  1679.9329 ],[ 239.98325  320.87476 1645.9974 ],[ 371.49817  552.31525 1531.1824 ],[ 292.3995   276.72983 1723.1487 ]
[ 332.84058  189.97084 1744.8044 ],[ 331.871   250.4468 1720.772 ],[ 333.6337   104.86884 1727.4089 ],[ 409.80377  288.58768 1598.2305 ],[ 410.69165  306.74564 1581.0203 ],[ 261.08066  203.4888  1771.5161 ],[ 247.11215  283.20917 1681.9174 ],[ 241.34189  316.14096 1647.4961 ],[ 371.63745  546.7943  1525.5797 ],[ 294.33282  272.50098 1718.2946 ]
[ 333.60397  186.6389  1753.7227 ],[ 332.811   247.5495 1728.353 ],[ 334.5084   101.13051 1730.5593 ],[ 410.50635  287.3224  1601.3889 ],[ 411.4657   305.55807 1584.9884 ],[ 259.07834  200.39772 1775.6934 ],[ 247.33253  279.98608 1683.5576 ],[ 242.48361  312.842   1648.2517 ],[ 370.34665  544.6207  1531.5171 ],[ 295.54974  268.8734  1717.652  ]
[ 334.02216  184.1015  1756.366  ],[ 333.29587  245.65784 1731.4365 ],[ 335.14603   99.75823 1731.6072 ],[ 411.39392  286.8255  1606.6263 ],[ 412.62347  305.07892 1590.9895 ],[ 260.70425  198.73196 1769.676  ],[ 246.72516  279.04047 1683.9634 ],[ 240.9895   311.99124 1651.1506 ],[ 369.68564  545.44196 1533.7415 ],[ 297.1082   269.77896 1719.5779 ]
[ 334.26294  182.78839 1754.7605 ],[ 333.55035  244.97226 1731.1653 ],[ 335.46423   99.32793 1731.3865 ],[ 411.04816  287.3506  1613.8943 ],[ 412.2366   305.62946 1599.2808 ],[ 260.89355  198.0617  1765.992  ],[ 246.58629  278.6359  1680.7681 ],[ 240.72466  311.64688 1648.1814 ],[ 369.89008  545.3476  1538.8003 ],[ 297.4094  269.2259 1720.7726]
[ 334.39667  181.94974 1752.8789 ],[ 333.68292  244.57578 1730.437  ],[ 335.61658   99.19022 1730.9996 ],[ 410.9864  288.3823 1613.5416],[ 412.2013   306.63937 1598.3561 ],[ 260.5244  197.6853 1766.7412],[ 246.68037  278.3673  1682.1156 ],[ 243.7427  295.4878 1665.1904],[ 369.70776  545.2862  1540.9019 ],[ 297.659    269.01196 1720.5872 ]
[ 333.7332   181.30865 1750.6427 ],[ 332.85693  244.23643 1729.5583 ],[ 335.50388    99.107834 1730.3821  ],[ 410.69156  288.99417 1614.2745 ],[ 411.93628  307.19507 1598.4229 ],[ 259.9536   197.90144 1766.3754 ],[ 246.47804  278.5449  1680.589  ],[ 243.61615  295.67172 1663.4318 ],[ 369.51706  544.7316  1534.4763 ],[ 296.9409   269.04865 1720.2394 ]
[ 332.21503  180.69455 1747.5319 ],[ 330.87787  243.84047 1728.5425 ],[ 335.16687    98.839355 1727.3441  ],[ 410.23575  289.8647  1614.2378 ],[ 411.53104  308.01712 1597.6038 ],[ 259.0618   198.33482 1764.3739 ],[ 246.40353  279.34497 1679.4899 ],[ 243.71677  296.5397  1662.5131 ],[ 369.19086  544.1433  1528.969  ],[ 294.96338  269.3229  1719.7347 ]
[ 329.91034  180.0665  1743.9358 ],[ 327.83878  243.37497 1727.4067 ],[ 334.62946   98.443   1722.933  ],[ 409.52744  291.2578  1615.0366 ],[ 410.89838  309.35086 1597.5576 ],[ 257.6109   198.14076 1760.3167 ],[ 246.14749  279.90857 1679.1154 ],[ 243.72046  297.22043 1662.8751 ],[ 368.19028  543.69073 1526.5447 ],[ 291.71118  269.49408 1719.2765 ]
[ 327.51025  179.50723 1741.0393 ],[ 324.48087  242.84488 1724.6094 ],[ 333.33197   98.01646 1718.2567 ],[ 407.65204  289.99374 1617.3335 ],[ 409.3078   308.08817 1600.665  ],[ 254.46268  195.82263 1758.2042 ],[ 245.96643  278.26022 1682.7557 ],[ 244.17493  295.64288 1667.666  ],[ 366.88562  544.78973 1527.6196 ],[ 288.00867  269.05215 1718.5928 ]
