left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 306.8223   314.26022 1239.8872 ],[ 303.46698  412.6877  1179.404  ],[ 310.49695  201.29227 1271.0999 ],[ 417.73212  464.8905  1179.3274 ],[ 417.73212  515.82117 1179.3274 ],[ 190.46664  328.13147 1252.1582 ],[ 181.96642  441.59    1089.4062 ],[ 179.95221  468.47504 1056.8558 ],[ 355.326   805.833  1179.1888],[ 254.22743  412.36835 1200.6166 ]
[ 298.68176  311.11038 1251.6711 ],[ 295.9696  408.3107 1186.9935],[ 300.02512  199.83699 1276.2407 ],[ 412.01605  458.16037 1195.4624 ],[ 412.01605  508.4036  1195.4624 ],[ 183.10901  327.52203 1249.6544 ],[ 178.46585  440.62308 1087.3164 ],[ 177.36572  467.42072 1054.8488 ],[ 347.22775  792.1875  1187.2886 ],[ 245.15414  398.42374 1190.1184 ]
[ 289.20746  308.4591  1259.1517 ],[ 285.6704   404.80615 1192.1263 ],[ 291.07687  199.13374 1279.9016 ],[ 400.5608   453.88452 1210.0789 ],[ 400.5608   503.52087 1210.0789 ],[ 171.68085  326.99353 1246.502  ],[ 172.55109  439.9325  1083.788  ],[ 172.75743  466.71576 1051.2451 ],[ 337.62772  785.1796  1195.8613 ],[ 234.40552  392.29462 1197.4767 ]
[ 279.6712  306.5514 1263.74  ],[ 274.99707  402.38077 1196.1298 ],[ 282.453    198.80424 1282.9366 ],[ 354.4557   452.86618 1260.3087 ],[ 354.4557   500.52417 1260.3087 ],[ 166.4698   325.62265 1243.3304 ],[ 160.79727  440.7997  1083.4988 ],[ 159.45584  468.03674 1051.5325 ],[ 327.54535  783.4201  1200.8068 ],[ 223.83856  396.5987  1202.867  ]
[ 271.54645  305.05096 1268.7905 ],[ 265.44543  400.3877  1201.7295 ],[ 275.69135  198.54175 1286.689  ],[ 348.29065  450.16718 1270.093  ],[ 348.29065  497.45795 1270.093  ],[ 162.13895  325.43478 1237.8922 ],[ 149.81064  442.84003 1081.7412 ],[ 146.90515  470.50943 1050.511  ],[ 317.58722  778.3273  1210.4766 ],[ 214.65034  387.68274 1210.1573 ]
[ 265.6527  303.8911 1273.6373],[ 258.6856   398.86978 1209.1816 ],[ 269.4144   198.32715 1291.0114 ],[ 341.89825  448.69708 1272.3455 ],[ 341.89825  495.90396 1272.3455 ],[ 158.84938  324.4362  1229.7897 ],[ 140.47192  444.37207 1079.6422 ],[ 136.16548  472.4769  1049.6127 ],[ 310.42978  772.21533 1222.9065 ],[ 208.60065  391.1555  1215.5386 ]
[ 261.41684  302.89078 1279.4856 ],[ 254.4414   397.44098 1217.0472 ],[ 263.93582  198.09554 1295.5533 ],[ 336.60284  446.29556 1275.6769 ],[ 336.60284  493.37885 1275.6769 ],[ 154.80965  324.97952 1227.2825 ],[ 131.78674  445.40485 1077.9711 ],[ 126.39502  473.60727 1048.1088 ],[ 305.61096  770.7037  1227.2539 ],[ 204.55368  391.37137 1217.8309 ]
[ 258.15082  301.8176  1283.8197 ],[ 251.9277   396.05347 1222.6581 ],[ 259.49478  197.6066  1299.7126 ],[ 331.10138  446.2023  1278.0164 ],[ 331.10138  493.19882 1278.0164 ],[ 150.22737  323.6251  1228.3011 ],[ 126.77055  443.71872 1079.3304 ],[ 115.234535  502.78055  1018.5762  ],[ 302.51968  769.11383 1230.8147 ],[ 202.30273  392.62335 1219.1807 ]
[ 256.06458  300.85037 1288.249  ],[ 250.32759  394.72818 1227.5319 ],[ 257.0804   197.12366 1303.6572 ],[ 362.3686   445.98093 1237.6951 ],[ 362.3686  494.5077 1237.6951],[ 149.34729  323.6221  1228.3287 ],[ 127.36131  443.61792 1079.3865 ],[ 116.543335  502.6608   1018.61304 ],[ 300.22684  769.1844  1230.5428 ],[ 201.23883  394.5413  1219.0028 ]
[ 255.17621  300.32306 1290.6647 ],[ 249.60742  393.9966  1230.04   ],[ 256.2912   196.91685 1306.3639 ],[ 362.82404  445.12564 1238.4495 ],[ 362.82404  493.6218  1238.4495 ],[ 148.78607  324.39532 1227.7992 ],[ 127.13691  444.38098 1078.4563 ],[ 116.4732   503.48218 1017.4947 ],[ 299.0944   768.90753 1230.4496 ],[ 200.69928  394.293   1218.9169 ]
[ 255.1254  299.8855 1292.4827],[ 249.27551  393.369   1231.2717 ],[ 256.30066  196.72289 1308.672  ],[ 363.34122  444.53217 1239.6898 ],[ 363.34122  492.97833 1239.6898 ],[ 149.79695  324.777   1227.4856 ],[ 126.743195  444.7508   1077.9021  ],[ 115.37933  503.8893  1016.82245],[ 298.62857  768.04956 1230.6335 ],[ 200.57101  394.27362 1218.9116 ]
[ 258.49576  299.3079  1293.8663 ],[ 252.32185  392.5925  1231.3896 ],[ 258.82755  196.59976 1310.1854 ],[ 365.12323  443.6591  1241.4359 ],[ 365.12323  492.03525 1241.4359 ],[ 152.91963  324.7292  1227.4502 ],[ 127.89216  444.51312 1077.35   ],[ 115.543106  503.617    1016.04346 ],[ 301.29495  767.44135 1230.576  ],[ 203.82028  390.52765 1220.2417 ]
[ 263.66684  300.82812 1294.0769 ],[ 257.2121  394.0566 1229.292 ],[ 263.0183   196.54185 1311.2476 ],[ 370.2047   442.03714 1243.7119 ],[ 370.2047  490.3225 1243.7119],[ 161.11386  325.64185 1226.8917 ],[ 136.30104  444.8346  1073.8365 ],[ 124.00364  503.9074  1011.3101 ],[ 307.1323   766.65985 1230.465  ],[ 207.94615  385.92935 1221.3315 ]
[ 271.4515  302.4585 1294.0967],[ 265.96732  395.71667 1227.7815 ],[ 270.90836  196.87651 1311.8085 ],[ 380.10318  442.9854  1245.9952 ],[ 380.10318  491.17957 1245.9952 ],[ 169.50014  325.98163 1226.854  ],[ 152.64482  443.4231  1067.7405 ],[ 144.21857  502.13403 1002.7283 ],[ 316.23248  763.7989  1231.7002 ],[ 216.72897  384.55615 1220.6807 ]
[ 279.2428  301.8844 1293.6014],[ 276.2795  395.3581 1231.3533],[ 278.54852  197.31306 1312.0698 ],[ 391.63348  442.7066  1247.4758 ],[ 391.63348  490.84024 1247.4758 ],[ 174.86469  325.24545 1228.3647 ],[ 162.44627  437.4577  1055.8326 ],[156.11986 494.62305 985.3283 ],[ 326.2008   764.04767 1232.2155 ],[ 227.32237  393.15704 1219.9452 ]
[ 286.9855   302.71936 1291.3711 ],[ 284.95905  396.5168  1232.953  ],[ 285.6628   198.56407 1311.8591 ],[ 391.19797  436.4906  1079.1353 ],[ 387.18286  491.98184 1009.78455],[ 177.8016   327.08902 1228.702  ],[ 162.64218  424.01407 1026.2134 ],[154.57358 475.60242 943.4587 ],[ 334.53235  766.9744  1231.2367 ],[ 236.66093  399.946   1220.4918 ]
[ 294.92117  305.651   1289.5096 ],[ 293.11588  399.7675  1233.7255 ],[ 294.5562   201.55443 1311.7639 ],[ 386.31546  439.42242 1080.0239 ],[ 377.4141   493.7939  1010.58344],[ 184.39893  327.30786 1233.7694 ],[ 179.04285  409.85635 1017.61646],[176.1364  454.65143 929.26984],[ 343.3748   776.77527 1230.3601 ],[ 242.89323  399.7513  1218.5095 ]
[ 304.7952   309.36276 1288.0144 ],[ 303.76276  403.76788 1233.9286 ],[ 304.34457  204.8591  1311.7458 ],[ 391.73892  438.37    1066.0111 ],[383.81992 491.13916 990.7352 ],[ 192.67542  330.17908 1249.4962 ],[ 193.74203  404.63773 1026.7231 ],[194.32007 444.99133 936.2563 ],[ 354.92328  785.2593  1227.3837 ],[ 252.37872  404.2595  1218.6697 ]
[ 313.39423  312.5549  1286.7017 ],[ 314.34085  407.17603 1231.7567 ],[ 312.147    207.46776 1311.7942 ],[ 399.266   436.1241 1056.551 ],[393.2041  487.72482 977.7134 ],[ 202.97752  329.27267 1268.5378 ],[ 193.5477   388.62332 1033.0477 ],[191.12122 403.8956  985.9497 ],[ 366.47034  788.2565  1222.6366 ],[ 262.13376  408.22614 1218.0436 ]
[ 319.49838  314.61578 1285.3416 ],[ 321.88483  409.38174 1228.4618 ],[ 317.71518  208.95848 1311.8602 ],[ 415.5462   438.84677 1051.8757 ],[415.47357 491.58698 971.97034],[ 210.07468  330.99045 1263.53   ],[ 182.13121  346.90964 1016.5126 ],[174.82957 351.06934 967.1091 ],[ 374.8022  793.6739 1218.4219],[ 268.9328   411.36664 1217.7151 ]
[ 323.55096  315.69562 1284.7219 ],[ 326.17957  410.52875 1226.6396 ],[ 321.82675  209.56004 1312.2367 ],[ 427.6465   440.97974 1054.6783 ],[ 428.74292  466.66116 1015.95715],[ 207.5646   329.96255 1255.4592 ],[ 140.99887  265.45264 1071.3618 ],[ 124.842834  249.79555  1034.5424  ],[ 378.6633  793.1092 1220.9106],[ 273.61877  410.24756 1216.7015 ]
[ 325.7702   316.26096 1284.3926 ],[ 328.3703   411.11606 1225.1758 ],[ 325.2292   209.75902 1312.8267 ],[ 439.24725  443.46414 1055.2876 ],[ 442.05505  469.53345 1016.888  ],[ 201.48878  325.457   1249.4939 ],[ 134.03589  237.63293 1114.132  ],[ 118.529465  217.4435   1087.0596  ],[ 381.40497  789.7185  1223.8761 ],[ 275.1984   410.62546 1214.2753 ]
[ 328.96808  315.8741  1284.3059 ],[ 331.59363  410.65417 1222.7021 ],[ 328.82776  209.69487 1315.2615 ],[ 448.1684  443.409  1076.6029],[ 451.77246  470.8463  1041.5757 ],[ 196.38638  321.03427 1247.7959 ],[ 134.53354  221.43575 1137.4637 ],[ 120.69458  199.15155 1115.3973 ],[ 384.64966  782.87634 1228.9009 ],[ 278.3528   409.19153 1213.109  ]
[ 332.77338  313.0873  1287.2184 ],[ 335.29486  407.45334 1224.419  ],[ 332.71365  208.13521 1321.3938 ],[ 452.1676   446.10278 1092.3516 ],[ 455.6294   473.95898 1060.479  ],[ 192.73782  313.4978  1250.3635 ],[ 137.74155  208.09766 1159.1853 ],[ 125.68749  184.99612 1140.9497 ],[ 388.1092  773.4082 1237.7855],[ 282.13705  403.23996 1214.3435 ]
[ 336.79956  309.83054 1291.2859 ],[ 339.80817  403.67966 1228.3002 ],[ 335.8993   206.33215 1326.7672 ],[ 453.2054   443.58945 1106.3455 ],[ 455.73785  471.56116 1077.2007 ],[ 192.50374  309.43124 1252.2942 ],[ 152.95126  196.655   1182.1799 ],[ 144.47101  172.47519 1168.1571 ],[ 392.87335  763.25006 1243.5693 ],[ 286.15253  396.1066  1217.3916 ]
