left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 411.17386  311.2525  1312.9673 ],[ 412.72284  392.1549  1261.4558 ],[ 418.13214  202.30618 1346.1506 ],[ 522.54877  437.58902 1271.8987 ],[ 522.54877  483.21924 1271.8987 ],[ 246.58124  256.32953 1334.0347 ],[ 262.56784  151.25276 1335.9772 ],[ 265.75958  130.27408 1336.3657 ],[ 465.91583  776.1581  1245.3015 ],[ 361.08884  413.74475 1248.5922 ]
[ 412.2363   305.68848 1324.1564 ],[ 414.6257   385.63483 1268.8431 ],[ 419.49554  198.68797 1349.2429 ],[ 528.18427  435.02524 1263.9221 ],[ 528.18427  480.943   1263.9221 ],[ 254.68062  266.64322 1332.7649 ],[ 260.93976  159.92265 1324.738  ],[ 262.20068  138.42316 1323.1327 ],[ 466.53418  755.86194 1253.4664 ],[ 364.3708   394.04623 1257.9908 ]
[ 414.20166  300.3209  1331.1676 ],[ 416.62143  379.6506  1274.091  ],[ 421.00537  195.68225 1351.2382 ],[ 530.8683   433.47726 1259.397  ],[ 530.8683   479.55814 1259.397  ],[ 258.01178  266.16748 1328.8091 ],[ 262.30426  158.90851 1318.0281 ],[ 263.1712  137.2458 1315.8718],[ 465.795    753.29926 1254.2341 ],[ 369.1764  390.9181 1260.3656]
[ 415.64722  297.22733 1332.2659 ],[ 417.61075  376.56082 1276.6515 ],[ 421.88113  194.0735  1351.4043 ],[ 531.19885  433.45966 1257.3982 ],[ 531.19885  479.609   1257.3982 ],[ 255.10321  259.67072 1326.0076 ],[ 266.07544  152.5127  1311.5989 ],[ 268.2989   130.79794 1308.7172 ],[ 466.3786  753.8239 1253.7762],[ 370.7011   390.71295 1259.7749 ]
[ 416.71384  295.76752 1331.468  ],[ 418.22604  375.2477  1278.1927 ],[ 422.54855  193.23727 1351.0558 ],[ 531.4929   433.52603 1254.9697 ],[ 531.4929   479.75555 1254.9697 ],[ 254.95055  257.6851  1320.4722 ],[ 272.32965  150.84892 1302.4962 ],[ 275.8632   129.12683 1298.901  ],[ 467.94128  754.30524 1252.7899 ],[ 370.88687  391.40497 1258.5702 ]
[ 417.5508   295.52786 1329.9165 ],[ 418.77777  375.09155 1278.5806 ],[ 423.1564   192.79614 1350.5505 ],[ 532.0759   433.69553 1252.1936 ],[ 532.0759  480.0127 1252.1936],[ 253.19374  252.62254 1311.0856 ],[ 277.6461  146.4613 1295.0924],[ 282.60922  124.91365 1291.8938 ],[ 469.4926   754.32043 1251.889  ],[ 370.91736  392.12216 1256.6636 ]
[ 418.2287   295.90555 1326.9229 ],[ 419.2428   375.54425 1276.581  ],[ 423.7586  192.5286 1349.6837],[ 532.83673  434.08746 1248.9106 ],[ 532.83673  480.50513 1248.9106 ],[ 252.48045  248.80511 1301.742  ],[ 285.05972  144.4634  1294.7004 ],[ 291.61813  123.4587  1293.2921 ],[ 470.4339   754.19965 1251.3975 ],[ 370.88464  392.69843 1254.8022 ]
[ 419.11182  296.41867 1322.4685 ],[ 419.91583  376.1336  1272.0366 ],[ 424.48544  192.32278 1348.4542 ],[ 533.2497   434.22327 1245.954  ],[ 533.2497   480.72293 1245.954  ],[ 252.43126  246.63051 1298.7612 ],[ 289.94904  143.88281 1293.8641 ],[ 297.4867   123.23988 1292.8848 ],[ 471.12677  753.9922  1250.918  ],[ 371.11182  393.1511  1252.6108 ]
[ 419.991    296.80264 1318.143  ],[ 420.64343  376.5998  1266.9426 ],[ 425.33047  192.15018 1347.0879 ],[ 532.98804  433.50964 1245.891  ],[ 532.98804  479.97638 1245.891  ],[ 253.78009  247.21854 1298.2104 ],[ 290.60776  144.21078 1292.4341 ],[ 298.01285  123.49864 1291.2788 ],[ 471.7207  753.9409 1250.117 ],[ 371.43933  393.6175  1249.9915 ]
[ 421.19928  296.9495  1315.6952 ],[ 422.1031  376.7961 1263.9215],[ 426.6513   192.01103 1345.9337 ],[ 533.31244  433.51962 1244.0237 ],[ 533.31244  480.01385 1244.0237 ],[ 255.47913  248.0001  1296.7557 ],[ 290.78293  144.4312  1290.966  ],[ 297.88174   123.605835 1289.808   ],[ 473.17932  754.0764  1248.5858 ],[ 372.86646  393.99966 1247.4363 ]
[ 423.28766  296.8744  1313.472  ],[ 424.4483   376.84973 1261.2711 ],[ 428.75247  191.86058 1344.5957 ],[ 534.2409   433.22684 1242.124  ],[ 534.2409  479.7431 1242.124 ],[ 257.77896  248.89311 1295.5985 ],[ 290.95056  144.5887  1288.9486 ],[ 297.62598  123.59854 1287.6187 ],[ 475.52655  754.673   1246.2711 ],[ 375.28824  394.3644  1244.8354 ]
[ 425.93512  296.6434  1311.9934 ],[ 427.524    376.81122 1259.354  ],[ 431.21616  191.70526 1342.6047 ],[ 536.60645  433.2715  1238.7786 ],[ 536.60645  479.8578  1238.7786 ],[ 262.17517  252.74692 1290.2202 ],[ 291.12097  147.0767  1287.5162 ],[ 296.9247   125.88939 1286.9755 ],[ 478.64417  755.69635 1242.8267 ],[ 378.69522  394.7721  1242.1044 ]
[ 427.85052  296.34796 1310.7728 ],[ 429.76215  376.79703 1257.8325 ],[ 433.55322  191.50659 1338.9406 ],[ 541.44904  434.12686 1235.6267 ],[ 541.44904  480.7702  1235.6267 ],[ 268.13107  259.52853 1284.2429 ],[ 291.20355  152.31512 1285.7262 ],[ 295.81165  130.90211 1286.0228 ],[ 480.8166  757.3341 1237.9967],[ 381.49194  395.0055  1239.1798 ]
[ 429.75705  295.92264 1309.5247 ],[ 431.89804  376.73923 1256.126  ],[ 435.61835  191.2861  1334.3788 ],[ 547.48535  434.4902  1230.3818 ],[ 547.48535  481.26468 1230.3818 ],[ 271.10596  260.2972  1279.6678 ],[ 292.85333  152.68512 1282.8253 ],[ 297.18997  131.22624 1283.4568 ],[ 482.6794   758.83154 1233.136  ],[ 384.1902   394.74948 1236.6923 ]
[ 431.73334  295.4428  1308.5035 ],[ 434.10193  376.53485 1254.4026 ],[ 437.6251   191.03275 1329.7424 ],[ 552.4613  434.8167 1224.8591],[ 552.4613   481.72885 1224.8591 ],[ 275.4082   262.13168 1275.1489 ],[ 300.46848  155.0114  1278.2593 ],[ 305.4659   133.64987 1278.8813 ],[ 484.3106   758.53455 1232.3154 ],[ 386.62686  394.0381  1237.3492 ]
[ 432.78427  294.889   1307.9293 ],[ 435.25946  376.18256 1253.3457 ],[ 439.34415  190.72829 1326.236  ],[ 554.2417  434.9322 1221.3704],[ 554.2417   481.90024 1221.3704 ],[ 287.4491   271.53394 1272.6204 ],[ 318.01062  165.20872 1264.6836 ],[ 324.16904  143.78334 1263.0962 ],[ 485.05365  758.0012  1231.5504 ],[ 388.04807  393.58008 1237.3315 ]
[ 433.49442  293.05145 1307.513  ],[ 435.9055   374.48355 1253.3402 ],[ 440.66638  189.05939 1323.928  ],[ 556.34564  432.86676 1216.8363 ],[ 556.34564  479.92697 1216.8363 ],[ 301.5135   280.93396 1278.1891 ],[ 332.58276  175.17932 1249.6348 ],[ 338.96777  153.44577 1243.924  ],[ 485.62976  757.2512  1230.51   ],[ 388.89978  393.4039  1236.8444 ]
[ 434.13794  291.31357 1306.9761 ],[ 436.5115   372.84247 1253.0149 ],[ 442.2659   187.47038 1321.5493 ],[ 557.6029   431.10248 1209.3661 ],[ 557.6029   478.36612 1209.3661 ],[ 307.1509  281.1645 1289.3882],[ 341.95554  178.25177 1243.4836 ],[ 349.22714  156.75066 1234.3027 ],[ 486.3272  754.9879 1230.9747],[ 389.52054  392.48462 1236.1738 ]
[ 435.12445  289.42105 1305.4562 ],[ 437.47687  370.82938 1251.4843 ],[ 444.3296   185.86435 1318.884  ],[ 559.94305  430.22443 1200.9604 ],[ 559.94305  477.72745 1200.9604 ],[ 307.86505  278.71    1289.4976 ],[ 348.59094  178.41336 1238.2382 ],[ 357.1441   157.34924 1227.9863 ],[ 487.42053  750.6246  1231.091  ],[ 390.32742  389.21542 1235.4004 ]
[ 436.6421   287.76108 1302.6951 ],[ 438.9453   369.07318 1249.7487 ],[ 446.49783  184.42973 1316.6652 ],[ 560.25494  430.1281  1198.2744 ],[ 560.25494  477.64273 1198.2744 ],[ 308.6165  277.1284 1290.1373],[ 350.43777  177.75388 1235.0377 ],[ 359.25385  156.80537 1224.0178 ],[ 489.5259   745.34235 1230.4657 ],[ 391.45312  386.40704 1234.9515 ]
[ 439.6796   286.53088 1298.6912 ],[ 442.05875  367.8834  1246.2476 ],[ 449.24762  183.15318 1313.8466 ],[ 560.90137  429.73642 1196.5356 ],[ 560.90137  477.22223 1196.5356 ],[ 309.10583  275.6513  1289.4734 ],[ 344.76242  173.64091 1241.1952 ],[ 352.22925  152.27908 1231.5396 ],[ 491.735    748.82355 1229.002  ],[ 394.88013  389.2065  1234.2324 ]
[ 442.79193  285.93954 1294.2291 ],[ 444.78366  367.4711  1242.2461 ],[ 452.38037  182.42113 1310.9088 ],[ 563.46045  429.99335 1192.5967 ],[ 563.46045  477.53522 1192.5967 ],[ 309.6918  273.1807 1288.6467],[ 340.56705  169.58588 1243.0109 ],[ 347.01614  147.94736 1233.8837 ],[ 494.03894  751.7617  1224.173  ],[ 397.90613  391.46234 1233.1041 ]
[ 447.16968  285.77176 1287.341  ],[ 448.7484   367.71353 1235.1965 ],[ 455.91312  181.91568 1307.4902 ],[ 567.1224   429.85687 1186.713  ],[ 567.1224   477.53094 1186.713  ],[ 307.15863  266.37863 1279.2266 ],[ 323.3822  158.4364 1246.6001],[ 326.7293   136.16635 1240.0748 ],[ 498.22314  756.9457  1210.7778 ],[ 401.52472  391.59277 1229.0604 ]
[ 450.94122  285.68524 1281.4796 ],[ 452.16125  368.04416 1229.1863 ],[ 459.5426   181.51025 1303.6792 ],[ 572.56305  429.6728  1183.4363 ],[ 572.56305  477.37302 1183.4363 ],[ 305.98697  263.90372 1270.9103 ],[ 308.16083  154.82445 1262.9916 ],[ 308.59888  132.84424 1261.4078 ],[ 501.65317  762.23425 1196.3251 ],[ 404.80206  390.8656  1220.575  ]
[ 454.83038  285.719   1275.5585 ],[ 455.89444  368.5749  1223.2935 ],[ 462.90765  181.17006 1299.6997 ],[ 577.64355  428.8483  1181.191  ],[ 577.64355  476.5315  1181.191  ],[ 316.61554  272.46603 1277.5806 ],[ 306.80106  164.69911 1270.1296 ],[ 304.82434  142.99382 1268.6394 ],[ 506.08154  763.40515 1193.404  ],[ 407.6858  390.8983 1211.4207]
[ 457.29016  285.71024 1272.2473 ],[ 458.40533  368.91315 1220.106  ],[ 465.83896  180.88171 1295.9229 ],[ 579.02997  430.34662 1177.6881 ],[ 579.02997  478.06213 1177.6881 ],[ 330.4163  282.0387 1283.0808],[ 310.63098  175.54218 1269.4581 ],[ 306.62286  153.96802 1266.7336 ],[ 509.61847  762.9676  1190.2804 ],[ 409.31186  389.50525 1206.7899 ]
[ 459.09003  286.07803 1270.3474 ],[ 460.54474  369.57648 1218.2373 ],[ 468.57214  181.06076 1292.9573 ],[ 580.8841   431.31354 1172.4258 ],[ 580.8841  479.132  1172.4258],[ 338.62567  286.0174  1283.4043 ],[ 315.7314   180.22672 1265.9366 ],[ 311.07654  158.71727 1262.4431 ],[ 512.65515  762.49274 1188.0787 ],[ 411.6017   391.64655 1202.328  ]
[ 460.63593  286.46353 1269.3041 ],[ 462.55774  370.1861  1216.8702 ],[ 470.86127  181.3052  1290.7043 ],[ 582.6306  432.0053 1166.3889],[ 582.6306  479.9584 1166.3889],[ 331.29797  279.3035  1283.3474 ],[ 323.27756  171.59894 1256.4763 ],[ 321.6321   149.50284 1251.102  ],[ 514.4488  760.9508 1187.4172],[ 414.17422  392.02026 1202.0537 ]
[ 462.62634  286.844   1268.7153 ],[ 464.96973  370.74326 1216.0719 ],[ 473.1268  181.5567 1288.9623],[ 584.48645  431.72333 1161.982  ],[ 584.48645  479.7442  1161.982  ],[ 319.71338  266.61584 1279.1179 ],[ 340.8968   160.61249 1235.3373 ],[ 345.31494  138.50375 1226.5812 ],[ 516.67114  758.84845 1188.706  ],[ 416.92447  392.05914 1202.096  ]
