left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 307.52985  309.29657 1673.8068 ],[ 305.1819  380.5584 1637.7692],[ 311.72174  220.25905 1664.4984 ],[ 413.42377  403.91443 1556.3158 ],[ 418.26135  423.15613 1526.2549 ],[ 220.40887  312.44977 1698.5435 ],[ 193.43289  397.1491  1543.938  ],[ 187.37611  416.16617 1513.0168 ],[ 341.63754  685.89026 1638.8956 ],[ 266.62476  391.99615 1627.9641 ]
[ 307.7574  308.9988 1674.7552],[ 305.51035  379.57016 1638.831  ],[ 311.93826  220.0705  1664.843  ],[ 413.2257   403.93393 1555.458  ],[ 417.99323  423.20682 1525.2178 ],[ 220.60764  312.22076 1698.0238 ],[ 193.3416   397.02765 1543.3556 ],[ 187.21918  416.07047 1512.422  ],[ 341.44067  685.8396  1638.868  ],[ 267.36407  391.84903 1627.8448 ]
[ 307.77814  308.88904 1674.8832 ],[ 305.56537  378.9047  1639.2085 ],[ 312.0723   219.97937 1664.9662 ],[ 413.26953  403.95633 1555.5779 ],[ 418.03195  423.24356 1525.3555 ],[ 220.72603  312.22598 1697.5177 ],[ 193.1441   397.09457 1543.1101 ],[ 186.95184  416.148   1512.2286 ],[ 341.1339  685.7935 1638.8333],[ 267.70566  391.7601  1627.3558 ]
[ 307.7626   308.86133 1674.8188 ],[ 305.5634   378.41534 1639.3796 ],[ 312.23044  219.93495 1664.9705 ],[ 413.29736  403.9769  1555.549  ],[ 417.9989  423.2788 1525.3065],[ 220.82541  312.11505 1697.0361 ],[ 193.01678  397.08365 1543.225  ],[ 186.7763  416.1512 1512.4628],[ 340.87555  685.6892  1638.75   ],[ 267.99274  391.84326 1626.7947 ]
[ 307.74112  308.8772  1674.7279 ],[ 305.55118  378.04126 1639.4775 ],[ 312.3696   219.91241 1664.9524 ],[ 413.27542  404.004   1555.4838 ],[ 417.91498  423.318   1525.2216 ],[ 220.93192  312.02573 1696.469  ],[ 192.75998  397.06097 1543.3049 ],[ 186.44096  416.13446 1512.6721 ],[ 340.648    685.59424 1638.6886 ],[ 268.24103  391.95706 1626.0825 ]
[ 307.71918  308.93967 1674.6361 ],[ 305.53668  377.76193 1639.5474 ],[ 312.3949   219.90231 1664.9359 ],[ 413.29236  404.1276  1555.269  ],[ 417.94858  423.4351  1524.9525 ],[ 220.96027  312.02106 1695.8495 ],[ 192.44434  397.11105 1543.2728 ],[ 186.05087  416.18878 1512.7574 ],[ 340.4206  685.568  1638.7181],[ 268.52618  392.23666 1626.6368 ]
[ 307.69592  309.02914 1674.5464 ],[ 305.5205   377.54947 1639.5854 ],[ 312.40073  219.89743 1664.9222 ],[ 413.26135  404.11398 1555.3612 ],[ 417.90808  423.424   1525.0656 ],[ 220.8754  311.9501 1696.0259],[ 192.46614  397.03067 1543.3613 ],[ 186.09625  416.1074  1512.8284 ],[ 340.22327  685.5386  1638.7505 ],[ 268.75763  392.43274 1627.1016 ]
[ 307.66885  309.1369  1674.4589 ],[ 305.5013   377.38632 1639.5995 ],[ 312.4057   219.89479 1664.9028 ],[ 413.2732   404.15793 1555.0918 ],[ 417.91418  423.46143 1524.7318 ],[ 220.82756  311.9263  1696.0018 ],[ 192.42175  397.00235 1543.3547 ],[ 186.05272  416.0778  1512.8253 ],[ 340.0441   685.52264 1638.7727 ],[ 268.89487  392.4383  1627.4563 ]
[ 307.6415  309.2563 1674.3779],[ 305.48193  377.26166 1639.5974 ],[ 312.40445  219.89339 1664.8846 ],[ 413.28546  404.21616 1554.8551 ],[ 417.9226   423.51144 1524.4375 ],[ 220.63022  311.8983  1695.9279 ],[ 192.45636  397.0427  1543.4357 ],[ 186.14006  416.13123 1512.9373 ],[ 339.91278  685.39886 1638.9622 ],[ 268.9665  392.2865 1628.0597]
[ 307.61508  309.38586 1674.296  ],[ 305.46127  377.16302 1639.5894 ],[ 312.40332  219.89253 1664.8634 ],[ 413.2694  404.3815 1554.363 ],[ 417.89764  423.6782  1523.8306 ],[ 220.67712  312.06915 1695.8749 ],[ 192.54422  397.34464 1543.7219 ],[ 186.23874  416.45746 1513.2914 ],[ 339.78534  685.38086 1638.9274 ],[ 269.0736  392.322  1628.2731]
[ 307.59003  309.52026 1674.213  ],[ 305.44156  377.08398 1639.5747 ],[ 312.4033   219.89197 1664.8414 ],[ 413.29352  404.46613 1554.201  ],[ 417.92648  423.7802  1523.6254 ],[ 220.71161  312.2156  1695.8192 ],[ 192.61258  397.66022 1543.8883 ],[ 186.3158   416.80768 1513.5021 ],[ 339.67114  685.3617  1638.9243 ],[ 269.16333  392.34555 1628.493  ]
