left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 283.1934   202.34962 1824.3342 ],[ 282.38885  260.30362 1798.8771 ],[ 279.6629   115.23581 1820.669  ],[ 432.3488   141.33936 1677.0369 ],[ 444.97766  130.26172 1647.1694 ],[ 191.99619  198.47566 1881.1475 ],[ 191.99619  276.35565 1881.1475 ],[ 191.99619  308.19785 1881.1475 ],[ 318.83508  536.9909  1802.8806 ],[ 247.03967  279.8081  1810.8401 ]
[ 285.38074  198.96884 1835.0483 ],[ 283.8381  256.5443 1808.3159],[ 283.21896  112.30031 1826.1245 ],[ 435.71082  142.73778 1677.1078 ],[ 448.792    132.09747 1647.4366 ],[ 196.53352  196.13356 1885.5382 ],[ 196.53352  273.8322  1885.5382 ],[ 196.53352  305.60022 1885.5382 ],[ 319.70273  528.66376 1807.9434 ],[ 248.6308  271.9383 1815.815 ]
[ 286.94144  196.88841 1841.4089 ],[ 284.9487   254.29167 1813.7487 ],[ 285.45358  110.77038 1829.8198 ],[ 438.41858  142.55533 1679.9275 ],[ 451.61127  131.91223 1650.7106 ],[ 201.15933  195.6416  1887.4385 ],[ 201.15933  273.26196 1887.4385 ],[ 201.15933  304.99802 1887.4385 ],[ 319.20847  526.90924 1813.6981 ],[ 251.48041  271.19577 1819.5684 ]
[ 288.89096  195.77505 1846.6179 ],[ 286.56253  252.9706  1817.989  ],[ 287.66153  110.15988 1834.0696 ],[ 441.31976  143.34576 1685.8568 ],[ 454.8111   132.85352 1657.7191 ],[ 204.93997  195.83401 1890.3463 ],[ 204.93997  273.3349  1890.3463 ],[ 204.93997  305.02206 1890.3463 ],[ 320.06564  525.86194 1818.8562 ],[ 253.81143  271.0883  1819.9991 ]
[ 291.0865   195.47153 1852.7428 ],[ 288.53876  253.5678  1823.1238 ],[ 289.92172  110.09518 1838.8378 ],[ 443.23636  145.27461 1691.6394 ],[ 457.04706  135.12358 1664.2164 ],[ 205.5979   195.33543 1896.2888 ],[ 205.5979  272.5932 1896.2888],[ 205.5979   304.18097 1896.2888 ],[ 321.9986  524.9672 1825.1326],[ 255.44598  270.54166 1822.8278 ]
[ 293.35596  195.61739 1859.5895 ],[ 290.73422  254.37097 1829.0599 ],[ 292.3031    110.286385 1844.1874  ],[ 445.8059   148.65239 1698.3625 ],[ 459.94626  139.11969 1670.8198 ],[ 207.57028  195.38095 1903.5952 ],[ 229.81651  201.00575 1684.4302 ],[ 240.67316  203.75078 1594.822  ],[ 324.03845  539.34125 1646.5623 ],[ 257.26215  269.71658 1828.4761 ]
[ 295.35983  194.29219 1865.6937 ],[ 292.73224  253.5888  1835.8193 ],[ 294.71072  110.5423  1849.2002 ],[ 446.89215  151.2109  1704.0477 ],[ 460.83746  141.89359 1675.076  ],[ 209.83223  195.42583 1911.6002 ],[ 209.83223  272.06323 1911.6002 ],[ 209.83223  303.39734 1911.6002 ],[ 323.82422  538.72266 1655.2693 ],[ 259.04895  269.00885 1837.6431 ]
[ 296.8355  193.2675 1871.0645],[ 294.09583  252.9774  1841.7714 ],[ 296.69012  110.85219 1854.7557 ],[ 446.464    154.08418 1710.7488 ],[ 460.2768   144.94272 1681.1328 ],[ 211.76343  194.7516  1922.398  ],[ 211.76343  270.95673 1922.398  ],[ 211.76343  302.11414 1922.398  ],[ 324.41388  538.22363 1659.3271 ],[ 260.12738  268.00198 1843.8505 ]
[ 297.8352   192.45251 1875.9358 ],[ 295.10626  252.47194 1847.0422 ],[ 298.4299  111.1381 1859.9288],[ 445.8753   156.33818 1715.6849 ],[ 459.49347  147.30574 1685.2623 ],[ 213.02765  193.96436 1931.9387 ],[ 213.02765  269.79025 1931.9387 ],[ 213.02765  300.7926  1931.9387 ],[ 326.8512   537.09955 1669.0796 ],[ 260.53128  266.20215 1847.9674 ]
[ 298.33838  191.80547 1881.4835 ],[ 295.61926  252.01192 1852.8156 ],[ 299.73724   111.414024 1864.9746  ],[ 446.08728  157.25757 1720.4336 ],[ 459.6002   148.15012 1690.0522 ],[ 213.46432  193.23674 1934.9822 ],[ 213.46432  268.9391  1934.9822 ],[ 213.46432  299.89093 1934.9822 ],[ 330.30493  535.36523 1664.9124 ],[ 261.33835  266.31714 1854.715  ]
