left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 268.2815   193.32748 1729.8344 ],[ 265.84445  252.1073  1708.0978 ],[ 267.9907    106.542206 1719.1793  ],[ 449.701    138.13414 1531.5247 ],[ 462.8817   130.02972 1495.3685 ],[ 192.23898  201.56415 1750.8457 ],[ 181.50713  277.57227 1673.7527 ],[ 179.24103  293.62192 1658.3341 ],[ 304.34808  532.8127  1702.5332 ],[ 228.87677  274.5429  1729.9617 ]
[ 267.74362  187.3293  1743.16   ],[ 265.2583   245.74657 1715.7323 ],[ 266.3686   101.37254 1725.2955 ],[ 452.65137  137.637   1542.871  ],[ 467.344    130.08131 1510.069  ],[ 187.45348  196.69626 1758.2496 ],[ 182.26015  271.47736 1672.6097 ],[ 181.15701  287.362   1655.4818 ],[ 301.96872  521.64575 1700.5436 ],[ 229.16913  264.66602 1724.6409 ]
[ 267.57205  183.43428 1753.5645 ],[ 265.0216   241.81058 1721.8778 ],[ 265.32593   98.49282 1730.1735 ],[ 452.4422   137.72745 1553.9548 ],[ 467.6902  130.6532 1522.2666],[ 185.3104   194.17735 1754.4298 ],[ 181.41965  270.60333 1678.0856 ],[ 180.59862  286.73068 1662.8168 ],[ 299.1137  518.9978 1702.6371],[ 231.61252  263.09866 1726.4099 ]
[ 267.11426  181.88194 1758.7606 ],[ 264.66513  240.62204 1725.8572 ],[ 264.77267   97.70962 1733.7113 ],[ 451.39038  136.33087 1569.6575 ],[ 466.8017   128.91313 1539.645  ],[ 185.3678   192.57788 1755.597  ],[ 181.50023  268.8187  1676.1218 ],[ 180.6823   284.94278 1660.2268 ],[ 298.472    517.88873 1704.4114 ],[ 231.40195  262.51596 1728.3079 ]
[ 266.6278   181.24486 1761.8501 ],[ 264.37265  240.37347 1729.4152 ],[ 264.21445   97.46409 1736.5986 ],[ 449.67645  135.63725 1581.1742 ],[ 465.20218  127.89758 1552.3921 ],[ 185.35231  192.69429 1755.675  ],[ 181.8056   269.34952 1675.1166 ],[ 181.05493  285.5739  1659.0049 ],[ 299.00516  517.1238  1706.4148 ],[ 230.37637  262.71228 1730.7188 ]
[ 266.07828  181.24023 1764.8098 ],[ 264.11078  240.63342 1734.3739 ],[ 263.49203   97.53231 1739.7439 ],[ 447.92535  136.02214 1592.6698 ],[ 463.4449   128.33212 1563.6312 ],[ 185.37961  193.06213 1755.5148 ],[ 182.31357  270.86786 1678.8618 ],[ 181.66644  287.28943 1663.5312 ],[ 295.45685  531.75696 1561.3608 ],[ 229.13919  263.494   1735.2053 ]
[ 265.5055   181.55695 1769.6167 ],[ 263.8235   240.97475 1740.5676 ],[ 262.57172   97.77416 1743.8557 ],[ 448.14783  135.58186 1606.0394 ],[ 463.81702  128.08298 1577.8795 ],[ 185.68158  193.41464 1755.2994 ],[ 182.48979  271.63092 1680.4679 ],[ 181.81703  288.11758 1665.5016 ],[ 297.02936  529.78815 1568.7725 ],[ 228.17853  263.7515  1741.773  ]
[ 265.02982  181.78755 1777.6366 ],[ 263.5615   241.06784 1748.3131 ],[ 262.05457   98.20767 1749.9388 ],[ 448.57062  134.31404 1621.9753 ],[ 464.23465  126.81869 1595.3457 ],[ 186.10477  193.40512 1754.7653 ],[ 182.64893  271.48468 1681.7075 ],[ 181.92139  287.9218  1667.096  ],[ 298.7418   527.06104 1572.956  ],[ 228.11125  263.47617 1752.3341 ]
[ 264.9741   181.89973 1784.9089 ],[ 263.58032  241.08435 1755.3225 ],[ 261.90128   98.61341 1755.4706 ],[ 448.125   133.5538 1633.2986],[ 463.53815  126.10256 1606.1069 ],[ 186.4844   193.44533 1754.7471 ],[ 182.85904  271.402   1682.0663 ],[ 182.09604  287.8088  1667.5302 ],[ 298.57272  526.10156 1576.6494 ],[ 228.195    263.43686 1756.147  ]
[ 265.04514  181.9783  1790.4574 ],[ 263.69748  241.15955 1761.4801 ],[ 261.9146     99.005486 1760.5508  ],[ 449.8542   132.96526 1645.2977 ],[ 465.55988  125.9437  1619.9119 ],[ 186.9219   192.11981 1756.276  ],[ 183.17209  269.8235  1684.2404 ],[ 182.38329  286.16873 1669.8333 ],[ 299.11182  525.137   1583.0789 ],[ 228.4746   263.27322 1761.1635 ]
[ 265.1582   182.06448 1795.175  ],[ 263.8226  241.2335 1766.2948],[ 262.018     99.42504 1765.7856 ],[ 451.04468  133.62033 1660.1818 ],[ 467.12213  126.99316 1637.2394 ],[ 187.6543  191.275  1761.9431],[ 183.37558  268.76184 1686.952  ],[ 182.47379  285.09332 1671.9539 ],[ 299.91632  524.67804 1581.6182 ],[ 228.71411  263.1387  1764.8474 ]
[ 265.2912   182.12419 1799.7731 ],[ 263.9605   241.28409 1770.9647 ],[ 262.15698   99.82996 1770.848  ],[ 451.29214  133.17555 1673.6638 ],[ 467.44006  126.6576  1651.67   ],[ 189.48769  191.02628 1779.5842 ],[ 183.96228  266.56183 1691.2042 ],[ 182.78717  282.62634 1673.5282 ],[ 301.17856  523.6608  1578.3408 ],[ 229.06451  262.94833 1770.3993 ]
[ 265.47647  182.07835 1805.1732 ],[ 264.11325  241.26971 1775.867  ],[ 262.52466   100.267586 1776.383   ],[ 453.5507   132.80765 1683.371  ],[ 469.85684  126.64444 1661.8733 ],[ 190.95737  190.82951 1792.3479 ],[ 184.92232  265.32776 1697.9861 ],[ 183.63391  281.2322  1679.1138 ],[ 305.1833  522.1674 1577.7959],[ 229.36414  262.70554 1774.8706 ]
[ 266.4129   181.86687 1811.5248 ],[ 264.47763  241.20003 1781.2716 ],[ 263.48413  100.76858 1782.7982 ],[ 457.03082  131.96292 1686.0435 ],[ 473.5498   126.01998 1664.0886 ],[ 192.11942  191.29321 1799.9025 ],[ 186.31355  266.443   1707.316  ],[ 185.07599  282.46176 1688.7987 ],[ 310.2353   520.18665 1577.9062 ],[ 229.90248  262.3782  1781.1865 ]
[ 268.444    181.48724 1817.0493 ],[ 265.8761   241.12685 1785.5535 ],[ 265.35406  101.26459 1789.1091 ],[ 457.34503  132.53204 1699.3705 ],[ 473.85004  126.4691  1679.1624 ],[ 194.7124   191.91289 1810.0344 ],[ 187.88373  266.7738  1716.6935 ],[ 186.42789  282.73364 1698.0253 ],[ 321.95074  518.091   1586.5345 ],[ 231.32437  261.71024 1786.4403 ]
[ 271.21765  181.1789  1819.9203 ],[ 268.61948  241.07909 1787.3716 ],[ 267.95175  101.72956 1794.763  ],[ 458.10608  133.74844 1695.3884 ],[ 474.69775  127.7915  1673.5519 ],[ 200.78311  191.82549 1813.098  ],[ 190.31726  268.23068 1730.7156 ],[ 188.10341  284.39297 1714.2391 ],[ 325.29294  518.0099  1601.6707 ],[ 234.5217   260.37732 1791.6743 ]
[ 273.45932  180.99052 1822.9058 ],[ 271.09558  240.902   1788.8646 ],[ 270.6877   102.21771 1800.6813 ],[ 461.5406   136.12766 1710.8394 ],[ 478.329    130.60745 1691.4913 ],[ 205.57921  191.55815 1815.4081 ],[ 193.46661  267.86694 1732.3977 ],[ 190.90346  284.01474 1715.7957 ],[ 325.4397   517.37274 1622.4816 ],[ 237.79457  259.06454 1796.8412 ]
[ 275.39844  180.94583 1828.2031 ],[ 273.3667  240.6611 1792.4576],[ 273.63364   102.770744 1807.6476  ],[ 465.53278  137.39752 1726.7063 ],[ 482.22498  132.34117 1710.3778 ],[ 207.26999  190.71695 1820.6113 ],[ 197.64713  266.24582 1739.7502 ],[ 195.6142   282.20203 1723.578  ],[ 323.96347  515.5032  1630.6976 ],[ 241.02261  259.24698 1803.5059 ]
[ 277.54535  180.96901 1834.6279 ],[ 275.50024  240.41394 1797.9467 ],[ 276.58612  103.31313 1814.7125 ],[ 470.75995  140.19836 1734.1508 ],[ 487.77472  135.7496  1718.9069 ],[ 210.9809   190.41605 1833.1027 ],[ 199.96428  265.63354 1746.7422 ],[ 197.62892  281.5785  1729.4701 ],[ 322.24146  513.5562  1633.1692 ],[ 243.66412  259.26282 1810.9774 ]
[ 280.09525  181.00018 1840.8596 ],[ 277.79294  240.19298 1804.172  ],[ 279.46686  103.77825 1820.9127 ],[ 477.41724  145.67033 1736.8318 ],[ 494.6411   142.78561 1721.6177 ],[ 215.1288   191.31694 1851.2783 ],[ 201.91425  265.33636 1766.8574 ],[ 199.11836  280.99725 1749.9733 ],[ 320.19855  511.91483 1632.0278 ],[ 246.27878  259.36072 1818.1061 ]
[ 282.73553  181.04138 1846.0192 ],[ 280.07678  240.03247 1809.8546 ],[ 282.08563   104.170845 1826.1688  ],[ 480.90967  149.97295 1742.3167 ],[ 498.08533  147.98293 1728.0299 ],[ 215.729    191.42209 1860.8994 ],[ 205.31909  264.79086 1777.1572 ],[ 203.11827  280.30225 1760.4088 ],[ 319.42868  511.14487 1632.8599 ],[ 247.97395  258.96548 1818.3162 ]
[ 285.63217  181.18456 1851.058  ],[ 282.84106  240.0081  1815.8021 ],[ 284.42184  104.596   1831.758  ],[ 486.2931   154.56726 1746.5515 ],[ 503.60132  154.02077 1732.6246 ],[ 216.16373  192.11777 1863.1038 ],[ 207.57979  266.06708 1780.5172 ],[ 205.76654  281.68784 1763.9999 ],[ 318.49286  510.6971  1633.0625 ],[ 250.22722  258.73965 1820.4127 ]
