left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 429.76202  212.10538 1384.3511 ],[ 426.388    292.62997 1381.5194 ],[ 441.1861   104.44261 1331.7368 ],[ 527.5307   320.45123 1181.2941 ],[ 524.18427  342.45636 1161.5436 ],[ 341.7638   212.58276 1404.5991 ],[ 376.4166   273.27875 1224.0381 ],[ 384.61127  287.6321  1187.9259 ],[ 471.15503  625.2682  1405.0304 ],[ 380.9286   310.99078 1435.5631 ]
[ 432.56342  202.4741  1397.5393 ],[ 430.24957  280.7557  1394.1393 ],[ 442.09384   96.9109  1342.9146 ],[ 535.5171   314.56787 1216.9631 ],[ 532.4114   336.73672 1199.8295 ],[ 340.02374  203.99219 1416.8785 ],[ 373.22168  270.1603  1243.6133 ],[ 381.0031   285.66986 1208.9602 ],[ 475.64124  604.2047  1407.5385 ],[ 384.0681  290.2467 1425.0109]
[ 434.41278  195.57666 1403.6066 ],[ 432.37067  272.55838 1400.6938 ],[ 442.75488   92.22376 1349.3009 ],[ 537.5041   313.03918 1225.3174 ],[ 534.7911   335.57477 1209.2374 ],[ 339.79202  201.8081  1418.9641 ],[ 373.1646  271.0714 1249.1335],[ 380.95853  287.2473  1215.1675 ],[ 473.723   603.337  1406.8632],[ 389.7708   286.37427 1421.401  ]
[ 436.54556  192.8425  1405.4187 ],[ 434.22644  268.88745 1405.4081 ],[ 443.23273   90.67494 1353.8162 ],[ 538.5987   313.06052 1250.2273 ],[ 536.2648  335.5129 1237.0123],[ 340.8297   201.65465 1422.6759 ],[ 374.472    274.44446 1262.3174 ],[ 382.25287  291.2795  1230.2457 ],[ 474.59915  603.392   1409.3427 ],[ 391.9532   285.87854 1423.5626 ]
[ 438.50214  193.91684 1403.4648 ],[ 435.9402  268.5945 1409.0859],[ 443.55725   91.84159 1358.2126 ],[ 539.78766  312.40677 1274.3552 ],[ 538.3704   334.45126 1261.7473 ],[ 342.94446  203.18224 1433.0825 ],[ 375.12366  274.71466 1272.4957 ],[ 382.5594  291.2438 1240.3784],[ 479.5031  602.5877 1417.4348],[ 390.48407  288.99426 1431.7839 ]
[ 438.52112  194.7385  1407.71   ],[ 436.1634   268.81857 1411.8455 ],[ 443.33795   92.60457 1363.0997 ],[ 542.10376  312.05872 1291.8241 ],[ 541.65356  333.92657 1279.8967 ],[ 343.85547  203.6311  1437.5642 ],[ 375.63635  272.95068 1272.9486 ],[ 383.00513  289.02316 1240.0255 ],[ 478.9298  599.4633 1426.175 ],[ 390.82672  289.0198  1437.8928 ]
[ 438.14142  195.01602 1415.9108 ],[ 436.06042  268.43027 1417.0924 ],[ 442.89038   93.34865 1370.2119 ],[ 545.3078   310.38284 1307.5193 ],[ 545.81854  332.09485 1297.0999 ],[ 344.88776  204.10202 1443.0846 ],[ 376.1719   271.37463 1274.8749 ],[ 383.44623  287.01715 1241.2329 ],[ 477.90295  597.042   1433.504  ],[ 391.39655  288.474   1442.992  ]
[ 437.5205   195.07161 1425.7095 ],[ 435.70023  267.8352  1423.7673 ],[ 442.2503    94.26067 1379.2616 ],[ 545.98486  308.81653 1315.1621 ],[ 546.747    330.35364 1304.6388 ],[ 344.4306   203.99413 1447.2584 ],[ 377.94403  268.37598 1276.3274 ],[ 385.75354  283.37866 1242.1412 ],[ 477.52264  595.5289  1437.433  ],[ 391.66046  287.99344 1449.1038 ]
[ 436.90244  195.0832  1435.2328 ],[ 435.14655  267.2344  1432.4536 ],[ 441.6589     95.180275 1388.4178  ],[ 543.971   307.9422 1321.3013],[ 544.59424  329.4139  1309.9143 ],[ 343.924    203.92343 1455.2397 ],[ 383.08008  263.7579  1280.5135 ],[ 392.22955  277.73923 1245.5684 ],[ 476.84082  593.7105  1444.5167 ],[ 391.54993  288.0185  1456.1715 ]
[ 436.1462   194.94487 1445.2618 ],[ 434.3905   266.56027 1442.5504 ],[ 441.02847   96.07074 1397.6093 ],[ 542.3545   308.64264 1323.4941 ],[ 542.89014  330.14566 1310.8973 ],[ 343.576    203.52379 1454.679  ],[ 390.97702  259.85898 1280.9453 ],[ 402.04318  273.0109  1246.1986 ],[ 476.5346  593.0811 1447.6545],[ 391.16602  287.66467 1462.1212 ]
[ 435.43835  194.78343 1454.2177 ],[ 433.70517  266.05972 1451.376  ],[ 440.2846     96.982834 1406.816   ],[ 539.5356   309.57315 1326.9736 ],[ 539.6478  331.1082 1314.1481],[ 342.66534  203.28122 1456.4164 ],[ 388.98242  260.7179  1281.6476 ],[ 399.80414  274.13766 1246.6938 ],[ 475.76965  592.0709  1452.4084 ],[ 390.91895  287.3645  1466.4155 ]
