left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 406.76123  285.89847 1248.8241 ],[ 407.22974  369.98273 1206.7893 ],[ 412.4853   180.78041 1267.9979 ],[ 507.2033  204.5509 1107.6263],[ 474.73688  172.60515 1078.609  ],[ 292.475    294.34744 1272.5403 ],[ 252.74248  231.44884 1100.7838 ],[ 243.26016  216.43785 1066.4325 ],[ 460.72842  779.28705 1167.1749 ],[ 355.8979  408.416  1204.1064]
[ 413.00232  273.4639  1276.9733 ],[ 412.9535   355.39355 1230.2985 ],[ 414.6236   169.76991 1284.7252 ],[ 519.1979   178.87708 1114.141  ],[ 506.64935  159.38402 1100.6571 ],[ 280.21558  271.14603 1233.2146 ],[ 252.79358  165.56148 1139.9115 ],[ 246.7615  142.3359 1121.2509],[ 459.1831  741.9111 1187.7983],[ 366.46945  374.52164 1220.6758 ]
[ 413.0737   275.04712 1275.8153 ],[ 412.96344  357.3402  1230.0691 ],[ 414.87137  170.60072 1284.8503 ],[ 520.04755  178.68323 1116.3933 ],[ 507.63168  159.03471 1103.2297 ],[ 270.87518  261.05386 1216.0841 ],[ 251.81546  149.53676 1135.4828 ],[ 247.67413  125.30614 1119.3625 ],[ 461.18646  742.73944 1185.8058 ],[ 365.33044  376.07434 1218.7922 ]
[ 413.15106  277.1083  1274.3264 ],[ 413.05087  359.68124 1227.7686 ],[ 415.24835  171.8298  1284.6415 ],[ 521.16943  179.54471 1116.6997 ],[ 508.75482  159.9509  1103.3954 ],[ 267.8926   260.26614 1221.1737 ],[ 256.85165  148.23254 1141.3948 ],[ 254.4556    123.919815 1125.439   ],[ 462.18536  742.5516  1185.059  ],[ 364.993    376.93887 1216.8789 ]
[ 413.2156   279.14612 1272.2594 ],[ 413.1051   361.89395 1224.4528 ],[ 415.64355  173.31569 1284.2053 ],[ 524.4931   178.97746 1116.126  ],[ 512.54736  159.0694  1102.4324 ],[ 269.70743  263.71146 1226.4756 ],[ 267.9666   151.51051 1150.6874 ],[ 267.59055  127.27306 1135.5298 ],[ 463.34412  742.76086 1184.176  ],[ 364.14996  377.32443 1215.3469 ]
[ 413.19275  280.6201  1270.635  ],[ 412.98083  363.42453 1222.4513 ],[ 416.06317  174.60307 1283.8383 ],[ 532.1477   176.52911 1111.9368 ],[ 521.7454   155.71544 1097.0953 ],[ 275.9262   268.93533 1226.937  ],[ 274.54352  156.11288 1159.6052 ],[ 274.2475  131.9577 1146.1389],[ 463.74173  742.531   1184.5903 ],[ 363.57083  377.2908  1215.543  ]
[ 413.20062  281.38483 1269.784  ],[ 412.9242   364.12253 1221.5009 ],[ 416.7468   175.42084 1283.6404 ],[ 536.6068   176.66342 1108.1089 ],[ 527.09735  155.59326 1091.9353 ],[ 278.4322  270.1506 1225.6116],[ 279.4189   156.92664 1163.5284 ],[ 279.62903  132.81628 1151.1118 ],[ 462.97763  741.9158  1185.8748 ],[ 364.2683   377.40692 1215.8823 ]
[ 413.22717  281.73862 1269.4    ],[ 412.89667  364.31497 1220.994  ],[ 418.1282   175.99101 1283.5474 ],[ 539.6297   177.59525 1110.6373 ],[ 530.6709  156.448  1094.3019],[ 278.34235  268.83496 1225.5676 ],[ 283.37207  155.96454 1166.324  ],[ 284.43994  132.00035 1154.4752 ],[ 462.35376  741.1961  1187.3127 ],[ 364.9148   377.51715 1216.2106 ]
[ 413.26184  282.0536  1269.2605 ],[ 412.88367  364.47766 1220.8066 ],[ 420.23962  176.61815 1283.5104 ],[ 541.7821   180.24088 1113.623  ],[ 533.48865  159.02243 1097.1104 ],[ 276.8219  265.4679 1223.9834],[ 287.12613  153.04724 1168.6187 ],[ 289.30524  129.27261 1157.5457 ],[ 461.99493  740.383   1189.0167 ],[ 365.36005  377.73315 1216.6484 ]
[ 413.36328  282.1538  1269.2313 ],[ 412.89288  364.42856 1220.8472 ],[ 422.77286  177.05666 1283.501  ],[ 540.8725   185.00053 1115.7715 ],[ 532.60803  164.06277 1099.0125 ],[ 273.86075  259.17575 1220.9387 ],[ 291.04483  147.28784 1172.0161 ],[ 294.65524   123.779915 1162.2316  ],[ 461.92273  739.4147  1191.0173 ],[ 365.64642  378.1795  1216.5336 ]
