left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 307.75208  314.08133 1669.8131 ],[ 304.56104  388.3159  1630.9077 ],[ 312.79187  224.80627 1672.2855 ],[ 407.12427  410.5557  1547.4923 ],[ 410.37006  430.1146  1516.7286 ],[ 221.53374  318.40884 1688.5626 ],[ 193.67188  403.8787  1533.4825 ],[ 187.40933  423.08994 1502.4666 ],[ 343.5656  692.3157 1641.9167],[ 264.30368  398.4029  1629.9476 ]
[ 308.3935   313.01474 1674.3297 ],[ 305.77612  385.6206  1635.6938 ],[ 313.5844   224.09595 1673.41   ],[ 409.6537   411.01224 1546.9237 ],[ 413.6748   430.51743 1515.5895 ],[ 221.59776  317.46793 1690.5359 ],[ 195.85184  403.5291  1534.3628 ],[ 190.06065  422.88736 1503.1282 ],[ 343.91858  691.422   1643.1249 ],[ 265.90814  397.03305 1628.4536 ]
[ 308.8619   312.27914 1676.4244 ],[ 306.61023  383.7379  1638.1517 ],[ 314.17426  223.64043 1673.9917 ],[ 411.68027  411.00705 1547.3853 ],[ 416.05566  430.55197 1516.2092 ],[ 221.87393  316.67188 1691.026  ],[ 195.61658  402.9523  1535.5095 ],[ 189.71365  422.349   1504.4062 ],[ 344.0796   691.48755 1642.424  ],[ 267.12527  396.3884  1628.0637 ]
[ 309.05908  311.91077 1677.1205 ],[ 306.86554  382.52283 1639.2471 ],[ 314.49326  223.51027 1674.2358 ],[ 412.18826  410.9745  1547.7194 ],[ 416.58768  430.52478 1516.5566 ],[ 222.2212   316.46512 1690.9136 ],[ 195.52657  402.8033  1536.0743 ],[ 189.52853  422.2027  1505.1064 ],[ 344.0879   691.26825 1641.7998 ],[ 267.6538   396.18304 1627.2069 ]
[ 309.18225  311.66348 1677.3802 ],[ 306.98984  381.61996 1639.8956 ],[ 314.65387  223.46906 1674.3344 ],[ 412.09448  410.89594 1547.468  ],[ 416.37912  430.44635 1516.255  ],[ 222.58759  316.54135 1690.7028 ],[ 195.66077  402.8624  1536.2754 ],[ 189.61246  422.2518  1505.3899 ],[ 344.11545  690.8648  1641.6682 ],[ 267.9893  396.0312 1627.7039]
[ 309.14392  311.46768 1677.4805 ],[ 307.04114  380.90952 1640.3333 ],[ 314.7073   223.45235 1674.3964 ],[ 412.17746  410.9451  1547.8921 ],[ 416.43448  430.4995  1516.757  ],[ 222.64499  316.5414  1690.7019 ],[ 195.77277  402.96097 1537.0299 ],[ 189.74037  422.3608  1506.2955 ],[ 344.11566  690.5764  1641.1738 ],[ 268.2168  395.8915 1628.1914]
[ 309.08438  311.31003 1677.5144 ],[ 307.06708  380.3429  1640.6521 ],[ 314.7472   223.44547 1674.437  ],[ 412.21973  411.02747 1548.5232 ],[ 416.41486  430.60117 1517.506  ],[ 222.63031  316.4908  1690.7291 ],[ 195.76678  402.8831  1537.0062 ],[ 189.73611  422.2776  1506.2616 ],[ 343.9239   690.66254 1640.8961 ],[ 268.39212  395.78745 1628.5603 ]
[ 309.01025  311.18164 1677.526  ],[ 307.08133  379.8884  1640.897  ],[ 314.7543   223.44218 1674.4764 ],[ 412.2259   411.15463 1548.9801 ],[ 416.36023  430.75504 1518.0468 ],[ 222.61548  316.42657 1690.75   ],[ 195.77206  402.86826 1537.1084 ],[ 189.74628  422.27255 1506.3801 ],[ 343.7345  690.625  1641.1606],[ 268.53998  395.7223  1628.7728 ]
[ 308.9442   311.07565 1677.5297 ],[ 307.09125  379.52087 1641.0916 ],[ 314.7605   223.44011 1674.5121 ],[ 412.17566  411.13138 1548.647  ],[ 416.30417  430.73743 1517.6387 ],[ 222.6079   316.33286 1690.8608 ],[ 195.73996  402.82928 1537.2737 ],[ 189.70898  422.24487 1506.5563 ],[ 343.55646  690.54376 1641.6522 ],[ 268.6652  395.6826 1628.7761]
[ 308.93088  310.98755 1677.5315 ],[ 307.0997   379.22205 1641.2479 ],[ 314.80115  223.43935 1674.5929 ],[ 412.1493  411.1323 1548.6064],[ 416.26245  430.74545 1517.579  ],[ 222.65582  316.2872  1690.9591 ],[ 195.69409  402.80002 1537.4309 ],[ 189.64236  422.21823 1506.7252 ],[ 343.40518  690.4896  1642.0333 ],[ 268.76804  395.64343 1628.8191 ]
[ 308.9135   310.91278 1677.5323 ],[ 307.10583  378.97787 1641.3748 ],[ 314.8358   223.43877 1674.6738 ],[ 412.12048  411.0588  1548.2234 ],[ 416.22235  430.66736 1517.111  ],[ 222.70712  316.2129  1691.1506 ],[ 195.66223  402.7049  1537.5947 ],[ 189.59183  422.1186  1506.8835 ],[ 343.27194  690.55884 1642.0183 ],[ 268.85367  395.60733 1628.8802 ]
[ 308.90744  310.85248 1677.533  ],[ 307.1109  378.7799 1641.4773],[ 314.8488   223.43898 1674.7546 ],[ 412.08676  411.0836  1548.648  ],[ 416.1702  430.7041 1517.6107],[ 222.74014  316.18384 1691.1249 ],[ 195.62509  402.69455 1537.718  ],[ 189.53964  422.1102  1507.0366 ],[ 343.13797  690.64435 1642.0715 ],[ 268.92355  395.57828 1628.9363 ]
[ 308.9069   310.80533 1677.5333 ],[ 307.11517  378.6182  1641.5618 ],[ 314.84958  223.43964 1674.8372 ],[ 412.0352  411.1187 1549.195 ],[ 416.09125  430.7498  1518.2543 ],[ 222.77676  316.1636  1691.1322 ],[ 195.65244  402.7025  1537.9915 ],[ 189.56618  422.12036 1507.3633 ],[ 343.0191  690.7334 1642.1261],[ 268.9797  395.5568 1629.0103]
[ 308.90662  310.76816 1677.5338 ],[ 307.1187   378.48434 1641.6317 ],[ 314.85156  223.44026 1674.9172 ],[ 412.00018  411.0951  1549.3253 ],[ 416.04224  430.73004 1518.3871 ],[ 222.81705  316.1454  1691.1648 ],[ 195.66847  402.71722 1538.1613 ],[ 189.57748  422.1403  1507.5605 ],[ 342.92706  690.8149  1642.1165 ],[ 269.0243  395.5398 1629.0685]
[ 308.90475  310.7388  1677.5347 ],[ 307.1216   378.37277 1641.69   ],[ 314.85138  223.44095 1675.0042 ],[ 411.9541   411.26758 1549.8295 ],[ 416.06805  430.9276  1518.9652 ],[ 222.85739  316.11905 1691.2083 ],[ 195.65067  402.7471  1537.8805 ],[ 189.5451   422.18774 1507.215  ],[ 342.94812  690.66907 1642.1097 ],[ 269.0694   395.51727 1629.1348 ]
