left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 375.47626  304.2348  1352.5254 ],[ 372.8031   394.11215 1290.6138 ],[ 385.2232  198.4245 1385.8606],[ 479.4076  430.3437 1172.075 ],[ 477.18835  456.07233 1147.534  ],[ 282.3194   309.46725 1371.8306 ],[ 282.3194   417.31082 1371.8306 ],[ 282.3194  461.404  1371.8306],[ 421.3525   765.20764 1286.4413 ],[ 324.28705  394.4846  1291.9766 ]
[ 376.4718   301.63818 1363.3685 ],[ 373.80743  390.6025  1300.5452 ],[ 385.48947  197.2712  1392.494  ],[ 488.24377  430.1258  1180.9651 ],[ 487.4261   455.94397 1156.5358 ],[ 284.92316  306.453   1377.5857 ],[ 284.92316  413.84598 1377.5857 ],[ 284.92316  457.75488 1377.5857 ],[ 421.54883  754.663   1294.66   ],[ 326.57843  385.39807 1301.7202 ]
[ 376.54846  299.5142  1371.5062 ],[ 373.7376  387.8498 1309.5627],[ 385.6845   196.57774 1396.6731 ],[ 489.2441   430.52914 1196.1985 ],[ 489.17853  456.29755 1172.9427 ],[ 284.54514  305.10913 1382.0802 ],[ 284.54514  412.15253 1382.0802 ],[ 284.54514  455.9185  1382.0802 ],[ 419.40454  754.79425 1301.6497 ],[ 328.10895  387.3554  1306.8989 ]
[ 376.4429  298.3338 1375.8519],[ 373.49512  386.3871  1315.8069 ],[ 385.46997  196.28053 1399.3132 ],[ 495.31067  437.0579  1198.714  ],[ 499.44827  463.34885 1181.4767 ],[ 284.5769   303.44476 1381.622  ],[ 284.5769   410.52277 1381.622  ],[ 284.5769   454.30292 1381.622  ],[ 419.18756  750.8541  1310.5623 ],[ 327.90656  386.64462 1313.0465 ]
[ 375.62244  297.68997 1378.2401 ],[ 372.65384  385.59293 1319.2793 ],[ 385.0442   196.17638 1400.7672 ],[ 485.8219   429.57156 1219.3347 ],[ 485.6926  454.9055 1196.8622],[ 284.0736   303.26758 1380.1649 ],[ 284.0736   410.45712 1380.1649 ],[ 284.0736   454.28284 1380.1649 ],[ 418.73926  749.7097  1310.7423 ],[ 326.87854  385.80344 1317.5555 ]
[ 373.5728   297.26016 1379.508  ],[ 370.33606  385.06894 1321.2269 ],[ 384.17633  196.09128 1402.051  ],[ 482.909   428.1322 1231.531 ],[ 482.48395  453.10397 1207.8279 ],[ 282.1324  303.666  1380.2405],[ 271.4726   407.02798 1229.1685 ],[ 266.3379   456.81647 1167.609  ],[ 416.99103  747.98236 1310.5443 ],[ 324.30142  384.86276 1321.6937 ]
[ 370.05832  297.05753 1380.2836 ],[ 366.15894  384.7741  1322.1932 ],[ 382.29065  196.06282 1403.2604 ],[ 480.0923   428.59613 1233.6091 ],[ 479.1904  453.8162 1208.5404],[ 279.94247  304.23773 1380.279  ],[ 268.8254   411.82712 1235.5073 ],[ 263.61356  462.26675 1177.602  ],[ 413.3216  746.0632 1310.261 ],[ 319.90442  383.6365  1325.0924 ]
[ 366.92316  297.03317 1380.6687 ],[ 361.8084   384.63956 1322.7145 ],[ 380.097    196.05603 1404.3507 ],[ 478.86932  424.16873 1233.2247 ],[ 477.89444  448.72662 1205.5391 ],[ 276.25565  304.32208 1380.2699 ],[ 263.7529  411.9189 1239.2229],[ 257.89056  462.36942 1182.5613 ],[ 408.69714  746.6288  1309.6388 ],[ 315.81592  383.0785  1326.0657 ]
[ 362.9505   297.42322 1380.8328 ],[ 357.07974  384.98254 1322.9672 ],[ 375.77866  196.29971 1405.2933 ],[ 491.68298  421.1878  1237.544  ],[ 493.96274  445.57727 1207.9646 ],[ 272.19226  304.8099  1380.1738 ],[ 257.90347  412.0779  1240.413  ],[ 251.18924  462.4826  1184.0712 ],[ 404.6503   747.54626 1309.148  ],[ 310.31802  382.2172  1328.204  ]
[ 359.12888  297.7895  1381.0132 ],[ 352.99463  385.35626 1323.735  ],[ 371.38614  196.5936  1406.4005 ],[ 493.93784  421.22202 1249.5435 ],[ 497.03558  445.95444 1220.155  ],[ 268.8234  307.0393 1379.5144],[ 253.83197  416.69156 1238.4377 ],[ 246.89282  467.44714 1182.4642 ],[ 401.15637  748.0745  1309.743  ],[ 305.60428  382.3244  1330.3029 ]
[ 355.297    298.07532 1381.8854 ],[ 349.3231   385.66617 1326.3334 ],[ 367.14178  196.90366 1407.7236 ],[ 451.33023  407.41736 1249.4031 ],[ 438.14725  451.5901  1189.3878 ],[ 261.8557  306.5149 1380.8252],[ 251.46103  418.13232 1241.749  ],[ 246.71133  469.13425 1187.1152 ],[ 397.94427  747.44257 1312.6437 ],[ 301.41446  382.19925 1333.0005 ]
[ 351.12207  298.22537 1383.8975 ],[ 345.17175  385.72897 1329.6777 ],[ 362.02893  197.13188 1409.8502 ],[ 424.54498  388.30914 1257.0719 ],[ 399.93607  424.19604 1199.2059 ],[ 256.75772  306.67026 1385.2356 ],[ 249.79584  419.12717 1247.5774 ],[ 246.64252  470.06363 1193.8411 ],[ 394.1183  745.9611 1318.4463],[ 296.87512  382.2984  1336.1248 ]
[ 347.13312  298.1277  1387.748  ],[ 341.51532  385.41324 1333.9164 ],[ 357.02603  197.20511 1412.7307 ],[ 414.18842  383.38098 1260.1692 ],[ 386.75714  417.12363 1204.245  ],[ 250.48308  306.60687 1397.9672 ],[ 247.00714  417.9116  1252.6436 ],[ 245.43661  468.20193 1196.4478 ],[ 390.6936  742.3388 1329.1614],[ 292.8802   382.59433 1339.766  ]
[ 344.4836   297.84058 1390.9513 ],[ 338.9892  384.92   1337.4634],[ 353.54547  197.19504 1416.3193 ],[ 405.93777  378.01257 1248.3608 ],[ 377.79645  409.29895 1187.415  ],[ 246.66147  306.5861  1410.7965 ],[ 244.51317  413.4262  1257.5552 ],[ 243.52385  462.6268  1197.6483 ],[ 388.23663  739.6189  1337.875  ],[ 290.07776  383.33304 1341.837  ]
[ 341.94708  297.40875 1394.5746 ],[ 336.43872  384.22382 1340.7017 ],[ 350.74554  197.12361 1420.055  ],[ 402.5556  381.0003 1234.2504],[ 376.07776  412.8016  1168.4814 ],[ 243.05182  305.42856 1412.153  ],[ 242.83667  411.55362 1255.3414 ],[ 242.73758  460.43283 1194.2611 ],[ 385.7633   738.30865 1342.8583 ],[ 287.18027  383.217   1343.4645 ]
[ 339.02673  296.94467 1396.5923 ],[ 333.37988  383.59378 1342.5006 ],[ 347.7882   197.02565 1423.7413 ],[ 402.06998  384.94073 1224.7225 ],[ 378.0027   418.32788 1155.592  ],[ 257.759    305.47913 1341.9943 ],[ 241.38274  423.13315 1218.8557 ],[ 234.04512  475.84967 1170.7233 ],[ 382.85855  741.4095  1337.6888 ],[ 283.73138  383.3763  1341.7302 ]
[ 333.73337  296.7323  1397.7858 ],[ 328.41187  383.31473 1343.254  ],[ 340.9466   197.06242 1427.8741 ],[ 398.00217  379.62128 1194.8696 ],[ 376.30722  410.36795 1116.8812 ],[ 237.0213   305.14862 1409.6094 ],[ 240.15536  386.60593 1198.4467 ],[ 240.91953  406.46783 1156.2141 ],[ 378.17194  743.134   1331.9276 ],[ 278.42032  383.7218  1339.6246 ]
[ 325.79224  296.38174 1398.5767 ],[ 320.72638  382.9117  1343.4064 ],[ 333.70163  197.07167 1432.0214 ],[ 391.3721   349.35953 1163.6887 ],[ 367.37543  366.79303 1079.5558 ],[ 232.86029  307.61578 1401.4949 ],[ 240.73363  354.19302 1160.6484 ],[ 242.71738  365.92856 1112.4791 ],[ 370.6859   744.04987 1326.5688 ],[ 270.4195   384.03232 1339.0161 ]
[ 321.07092  296.06696 1398.934  ],[ 316.31952  382.53906 1342.1754 ],[ 328.42087  197.0997  1436.1672 ],[ 381.5991   315.13568 1156.6589 ],[ 352.6244  316.9129 1076.1346],[ 228.52374  307.93152 1392.7893 ],[ 243.9148   314.68323 1146.9983 ],[ 247.82     316.39636 1097.8401 ],[ 365.74292  740.9065  1329.2443 ],[ 266.90485  383.34125 1339.0359 ]
[ 319.28833  295.66656 1399.1263 ],[ 314.57117  382.0443  1340.432  ],[ 325.11267  197.12373 1440.4225 ],[ 385.75928  282.3262  1151.651  ],[ 373.26736  275.56415 1111.2474 ],[ 219.16573  305.2952  1384.0496 ],[ 244.406    288.27176 1150.1735 ],[ 250.73805  284.00107 1103.3982 ],[ 363.41376  737.90314 1330.6072 ],[ 266.02213  381.25003 1339.1147 ]
[ 318.57242  294.8087  1398.9789 ],[ 313.99908  381.09186 1338.5226 ],[ 322.73767  197.10664 1444.91   ],[ 384.29816  266.2812  1153.8367 ],[ 373.55145  255.55177 1114.658  ],[ 201.99121  298.31763 1384.4578 ],[ 242.43547  271.7643  1172.5984 ],[ 252.34381  265.25906 1130.2266 ],[ 362.5918  733.2962 1331.4368],[ 265.59875  374.30338 1339.3198 ]
[ 317.904    293.68826 1399.4031 ],[ 313.59836  379.8918  1338.8315 ],[ 320.90063  197.05882 1450.0984 ],[ 374.22278  255.6397  1164.4786 ],[ 363.62573  242.18594 1127.5662 ],[ 193.8135   294.46912 1404.8013 ],[ 240.92949  257.7619  1210.0902 ],[ 252.2327   248.95578 1171.148  ],[ 362.0012  730.7848 1332.1738],[ 265.40475  371.65472 1339.5668 ]
[ 317.02444  292.5121  1400.2388 ],[ 313.0553   378.62125 1339.8617 ],[ 319.4502   196.97687 1455.556  ],[ 362.02667  247.13548 1178.7622 ],[ 350.69888  231.93443 1144.4884 ],[ 196.22946  295.7272  1397.7395 ],[ 249.43585  241.52586 1228.4957 ],[ 261.88617  228.84274 1194.647  ],[ 360.21286  733.3185  1332.9839 ],[ 265.24948  372.09354 1339.8558 ]
[ 315.46387  291.6313  1401.6649 ],[ 312.50522  377.6514  1341.632  ],[ 318.0439   196.90462 1460.4008 ],[ 354.98227  242.62302 1185.9932 ],[ 342.37643  226.77373 1154.2446 ],[ 204.77216  296.5824  1366.3655 ],[ 260.3298   225.63072 1222.0643 ],[ 273.05386  209.38104 1193.2041 ],[ 360.09827  734.3779  1333.363  ],[ 263.8707   372.81207 1339.8098 ]
[ 313.4397   291.11725 1403.4888 ],[ 311.50488  377.0412  1344.2046 ],[ 317.21265  196.83807 1464.8429 ],[ 342.83585  236.0455  1197.706  ],[ 328.41327  219.4246  1170.0554 ],[ 210.02005  295.5964  1354.6898 ],[ 271.0386   221.12015 1222.7734 ],[ 284.85706  204.25403 1196.3901 ],[ 359.6856  736.083  1334.2582],[ 262.11185  374.3251  1339.6866 ]
[ 310.7564   291.02774 1405.5728 ],[ 309.24283  376.8462  1347.3306 ],[ 316.33517  196.77544 1469.1349 ],[ 328.4931   231.27377 1210.1392 ],[ 312.80106  213.99713 1188.1372 ],[ 213.0037   297.96988 1359.8188 ],[ 274.243    226.07358 1226.6803 ],[ 288.1215   209.77997 1200.0526 ],[ 357.7765  739.9876 1335.6527],[ 259.28043  378.36014 1339.3541 ]
[ 307.20792  290.79584 1406.5013 ],[ 304.91068  376.53873 1348.8822 ],[ 315.05917  196.63722 1472.5306 ],[ 317.9019   231.13225 1212.2699 ],[ 300.80334  214.36874 1193.5469 ],[ 215.70792  298.6561  1361.7185 ],[ 275.53973  228.92639 1222.5521 ],[ 289.1788   213.03107 1194.7189 ],[ 354.38156  738.06384 1337.4791 ],[ 254.46593  379.51346 1338.9729 ]
[ 304.5266   290.79437 1406.7607 ],[ 300.87814  376.48355 1349.6432 ],[ 312.91312  196.52432 1474.1998 ],[ 312.59598  232.06029 1218.3976 ],[ 295.38748  215.395   1200.6655 ],[ 214.52502  299.0231  1362.7264 ],[ 275.6117   231.57251 1223.1165 ],[ 289.54153  216.19147 1195.1945 ],[ 349.76212  737.04346 1339.333  ],[ 250.99515  380.32962 1338.149  ]
[ 302.77695  290.94434 1406.8528 ],[ 297.98276  376.61902 1351.3888 ],[ 310.32657  196.45273 1475.0295 ],[ 311.50253  232.43973 1224.5533 ],[ 294.49652  215.89384 1206.7489 ],[ 209.96635  299.7393  1369.1426 ],[ 272.09622  235.207   1229.9956 ],[ 286.2481   220.50789 1202.1663 ],[ 346.18774  736.04877 1341.952  ],[ 248.69489  380.67303 1337.2235 ]
[ 300.97055  291.27115 1409.0332 ],[ 295.56958  376.8296  1355.8834 ],[ 307.3607   196.46594 1475.9833 ],[ 311.42316  233.76799 1227.5238 ],[ 294.80283  217.36249 1208.8374 ],[ 204.14554  301.2667  1386.6406 ],[ 265.85895  242.07593 1244.0829 ],[ 279.93863  228.57178 1215.5713 ],[ 343.0595  734.5656 1344.9583],[ 247.06989  380.64816 1336.9022 ]
[ 299.20087  291.71692 1413.9768 ],[ 293.85547  377.00827 1363.093  ],[ 304.464    196.56883 1477.4335 ],[ 312.40887  238.80696 1226.9127 ],[ 295.7422   223.25424 1205.9276 ],[ 201.13809  303.11496 1402.0471 ],[ 262.62076  248.71994 1255.5767 ],[ 276.67978  236.28163 1226.2826 ],[ 340.62604  733.05804 1348.4603 ],[ 246.30048  380.6363  1337.5077 ]
[ 298.4754  292.1124 1420.7609],[ 293.32013  376.99533 1370.7421 ],[ 302.65848  196.72168 1479.2406 ],[ 312.10846  241.9485  1223.9843 ],[ 295.33102  227.2204  1200.864  ],[ 197.09897  303.70218 1416.8871 ],[ 259.91904  256.3586  1266.0354 ],[ 274.32333  245.50298 1235.8651 ],[ 339.31482  732.1783  1350.8258 ],[ 246.69992  380.9595  1339.6274 ]
[ 297.7696  292.2207 1425.6927],[ 292.8035   376.78143 1375.229  ],[ 301.08328  196.79024 1480.5226 ],[ 312.08948  244.2864  1220.5742 ],[ 295.1755  230.0821 1196.1936],[ 194.01566  303.11404 1415.6534 ],[ 257.23782  259.02734 1261.134  ],[ 271.78806  248.88101 1230.2301 ],[ 338.28882  731.63104 1352.5306 ],[ 246.67264  381.58542 1342.0337 ]
[ 297.00012  292.08826 1428.0586 ],[ 292.20654  376.47314 1377.0673 ],[ 299.89432  196.76689 1481.1257 ],[ 312.07446  244.73505 1216.9264 ],[ 295.04993  230.70787 1191.6495 ],[ 192.31946  303.39145 1414.3408 ],[ 256.91977  260.85815 1259.0623 ],[ 271.8003   251.06075 1228.0066 ],[ 337.4138  731.6186 1352.6047],[ 246.04973  382.06137 1345.351  ]
[ 296.18723  291.8411  1428.6816 ],[ 291.59213  376.162   1377.7269 ],[ 299.14005  196.69362 1481.2747 ],[ 311.1663   244.62172 1217.6688 ],[ 293.91614  230.64465 1192.2517 ],[ 190.96194  303.29413 1414.9556 ],[ 257.39697  263.95773 1257.7638 ],[ 272.72775  254.88033 1226.3254 ],[ 336.47632  733.14813 1352.7272 ],[ 245.27237  383.57147 1349.3191 ]
[ 295.62045  291.54443 1429.018  ],[ 291.31525  375.8186  1378.0931 ],[ 298.6035   196.55849 1481.3481 ],[ 310.61545  244.70847 1217.1115 ],[ 293.20483  230.80553 1191.4133 ],[ 191.90198  303.58066 1414.3906 ],[ 257.17905  261.67856 1256.0106 ],[ 272.26108  251.99721 1224.3346 ],[ 336.2542   732.72736 1353.7611 ],[ 244.58417  381.66766 1354.4673 ]
[ 295.50574  291.2722  1429.2332 ],[ 291.22452  375.49463 1378.338  ],[ 298.4097   196.41882 1481.3556 ],[ 310.27414  244.31082 1216.7526 ],[ 292.7715   230.37614 1190.9379 ],[ 192.95874  303.594   1413.7775 ],[ 258.5522   257.92838 1259.2067 ],[ 273.65192  247.41606 1228.2925 ],[ 336.15466  732.753   1354.608  ],[ 244.36485  381.4588  1356.9082 ]
[ 295.4792  291.2604 1429.0356],[ 291.18314  375.46664 1378.3687 ],[ 298.31155  196.28044 1479.2736 ],[ 309.97614  244.07936 1216.8007 ],[ 292.40082  230.06686 1191.0737 ],[ 194.71413  303.60513 1412.34   ],[ 259.18433  253.0434  1260.8291 ],[ 273.9835   241.43692 1230.527  ],[ 336.0831   732.81177 1354.0393 ],[ 244.33408  381.5279  1355.9496 ]
[ 295.46362  291.464   1428.5106 ],[ 291.1536   375.68365 1378.244  ],[ 298.22415  196.13121 1475.256  ],[ 309.61615  243.82802 1216.424  ],[ 292.0683   229.65689 1190.8186 ],[ 196.62302  303.8801  1409.3405 ],[ 261.99133  253.03923 1258.7936 ],[ 276.98724  241.376   1228.6842 ],[ 336.03726  732.8126  1353.394  ],[ 244.33972  381.54788 1354.8755 ]
[ 295.45242  291.68082 1427.959  ],[ 291.13318  375.91504 1378.1074 ],[ 298.14813  195.97156 1470.9655 ],[ 309.41873  243.69432 1215.7655 ],[ 291.9126   229.39659 1190.2748 ],[ 196.21906  303.49957 1405.2178 ],[ 263.45462  252.25783 1258.575  ],[ 278.82672  240.54236 1229.2463 ],[ 336.0227  732.6424 1352.7684],[ 244.35574  381.43268 1353.9467 ]
[ 295.44925  291.74524 1427.6113 ],[ 291.12567  375.97296 1378.041  ],[ 298.0981   195.79446 1467.9435 ],[ 309.86038  244.0378  1215.9136 ],[ 292.33337  229.74083 1190.4373 ],[ 195.89876  302.9454  1399.6545 ],[ 263.36035  250.71501 1253.6736 ],[ 278.78293  238.77448 1224.4774 ],[ 335.9711  732.6297 1351.7596],[ 244.40355  381.38705 1352.5267 ]
[ 295.45297  291.66458 1427.4403 ],[ 291.1275  375.8668 1378.    ],[ 298.07516  195.62384 1466.4833 ],[ 310.22662  244.29706 1216.4408 ],[ 292.62936  230.02184 1191.038  ],[ 195.2248   302.55927 1397.56   ],[ 262.42688  249.95581 1250.7758 ],[ 277.80554  237.91794 1221.419  ],[ 335.92404  732.6075  1350.7932 ],[ 244.46881  381.2556  1350.8224 ]
[ 295.5079  291.4439 1423.9653],[ 291.24817  375.82547 1375.0459 ],[ 298.07806  195.37453 1464.9116 ],[ 310.22232  244.20541 1216.0084 ],[ 292.6272   229.90414 1190.5432 ],[ 194.08398  302.75333 1394.9951 ],[ 263.9993   251.38759 1251.8188 ],[ 279.94644  239.67146 1223.1836 ],[ 336.36896  732.60223 1350.0082 ],[ 244.4061  381.1938 1348.969 ]
[ 295.57764  291.18863 1419.7985 ],[ 291.36636  375.78384 1370.906  ],[ 298.0919   195.10583 1463.5123 ],[ 309.8466  243.8277 1214.9174],[ 292.19296  229.55083 1189.4603 ],[ 193.04202  302.8228  1393.4333 ],[ 266.45557  253.8246  1254.8193 ],[ 283.12857  242.6966  1227.0966 ],[ 336.94592  732.23206 1349.9529 ],[ 244.2161   380.69385 1348.8265 ]
[ 295.6466   290.90848 1415.2268 ],[ 291.48663  375.74225 1366.3555 ],[ 298.10846  194.80792 1462.19   ],[ 309.62393  243.52716 1212.9381 ],[ 291.90024  229.32176 1187.4395 ],[ 192.80846  302.9013  1389.8807 ],[ 266.07108  253.40701 1251.3921 ],[ 282.7135   242.16379 1223.6943 ],[ 337.43097  731.8064  1349.7448 ],[ 244.14362  380.22226 1348.6763 ]
[ 295.76608  290.72528 1412.9843 ],[ 291.6674   375.65445 1363.9525 ],[ 298.13757  194.56705 1461.4893 ],[ 309.51578  243.4314  1207.9462 ],[ 291.69922  229.41112 1181.949  ],[ 192.73694  302.2889  1383.6261 ],[ 266.31036  252.11932 1245.7146 ],[ 283.02417  240.72221 1218.1323 ],[ 337.72687  731.1568  1349.6162 ],[ 244.34477  379.4062  1348.702  ]
[ 295.88397  290.61902 1411.8993 ],[ 291.8403   375.56567 1362.1868 ],[ 298.16577  194.36249 1461.0769 ],[ 310.2524   243.56839 1202.2288 ],[ 292.46097  229.67928 1175.4481 ],[ 192.55893  302.02777 1379.8193 ],[ 265.13962  251.59009 1238.8918 ],[ 281.68338  240.0935  1210.7063 ],[ 337.91028  730.59174 1349.4868 ],[ 244.6175   379.19858 1348.6796 ]
[ 296.0251   290.38538 1410.7562 ],[ 292.05206  375.34372 1360.1694 ],[ 298.18906  194.16725 1459.9932 ],[ 311.06866  243.6422  1202.4948 ],[ 293.3378   229.69653 1175.8132 ],[ 192.38481  302.05087 1377.6029 ],[ 269.4178   255.33511 1241.7201 ],[ 286.89282  244.73756 1214.5436 ],[ 337.92236  729.3974  1349.3706 ],[ 245.07652  377.6104  1348.6506 ]
[ 296.19452  290.04907 1409.558  ],[ 292.29556  375.0162  1358.1123 ],[ 298.19888  193.9636  1457.3842 ],[ 312.14355  244.02711 1203.3865 ],[ 294.5407   230.02425 1176.7615 ],[ 192.15778  302.09512 1374.6345 ],[ 271.61047  257.29263 1242.1606 ],[ 289.57895  247.1604  1215.6659 ],[ 337.89496  727.57306 1349.1765 ],[ 245.61862  375.08325 1348.5527 ]
[ 296.37994  289.65378 1408.5826 ],[ 292.58664  374.62076 1356.6874 ],[ 298.21265  193.7549  1453.855  ],[ 313.51318  244.18227 1203.688  ],[ 296.06647  230.13522 1177.1023 ],[ 192.02658  302.73425 1375.6743 ],[ 271.75027  259.4944  1243.0677 ],[ 289.78064  249.71524 1216.5464 ],[ 338.11264  724.9473  1348.9517 ],[ 246.17906  372.5653  1348.4069 ]
[ 296.5895  289.3458 1408.1982],[ 292.96655  374.29224 1356.4093 ],[ 298.2623   193.54782 1450.6515 ],[ 316.01807  243.91885 1202.9946 ],[ 298.86734  229.78796 1176.2812 ],[ 192.04395  303.09045 1376.8115 ],[ 270.62018  258.78812 1244.575  ],[ 288.38263  248.77338 1218.1277 ],[ 338.13953  725.2383  1348.6183 ],[ 246.8329   374.12204 1348.03   ]
[ 296.79913  288.99417 1407.9133 ],[ 293.3351  373.9152 1356.4164],[ 298.32803  193.33751 1448.4141 ],[ 318.12357  243.95084 1202.6752 ],[ 301.1199  229.884  1175.8916],[ 192.19739  303.30804 1377.6296 ],[ 269.76245  258.10077 1245.6858 ],[ 287.28992  247.88524 1219.297  ],[ 338.23248  725.1268  1348.229  ],[ 247.40501  374.08334 1347.642  ]
[ 297.01913  288.58255 1407.9406 ],[ 293.7372   373.45914 1356.8695 ],[ 298.41766  193.11746 1447.8439 ],[ 318.21854  244.33917 1202.8845 ],[ 301.07526  230.46498 1176.2996 ],[ 192.57327  303.0723  1376.6986 ],[ 269.49384  256.60706 1245.5133 ],[ 286.8642   246.11418 1219.2762 ],[ 338.44485  725.0045  1347.8652 ],[ 247.97327  374.21725 1347.2239 ]
[ 297.24152  288.23724 1408.0231 ],[ 294.11615  373.06534 1357.2981 ],[ 298.51492  192.89452 1447.7595 ],[ 319.2481   244.83424 1203.0972 ],[ 301.6978   231.36818 1176.9746 ],[ 192.92682  302.9256  1375.8982 ],[ 267.3595   253.05585 1243.9982 ],[ 284.18118  241.78537 1217.6182 ],[ 338.64868  724.86115 1347.4713 ],[ 248.5126  374.1897 1347.0648]
[ 297.46204  287.98502 1407.9583 ],[ 294.49246  372.7766  1357.5806 ],[ 298.61584  192.68315 1447.7302 ],[ 321.5835   245.39305 1203.5403 ],[ 303.61005  232.42654 1177.7408 ],[ 193.11026  302.94006 1375.2922 ],[ 258.97998  244.08571 1238.4272 ],[ 273.9405   230.71854 1211.0542 ],[ 338.83987  724.61285 1347.1482 ],[ 249.07997  374.18332 1346.7883 ]
[ 297.66675  287.81934 1407.9279 ],[ 294.67355  372.56787 1357.77   ],[ 298.7177   192.48244 1447.7325 ],[ 328.46085  242.22018 1196.1599 ],[ 311.2122   228.64894 1168.6655 ],[ 193.13129  302.79324 1373.3109 ],[ 252.977    235.25436 1236.795  ],[ 266.5673   219.91704 1209.4918 ],[ 338.8066  724.4985 1346.7826],[ 249.46358  374.12558 1347.0104 ]
[ 297.88107  287.6849  1407.8914 ],[ 294.83148  372.39    1357.9198 ],[ 298.81952  192.293   1447.7408 ],[ 336.18576  238.29524 1183.6598 ],[ 320.5326   223.64108 1153.5509 ],[ 192.79532  302.5382  1371.0676 ],[ 252.24658  231.93645 1236.9006 ],[ 265.71884  215.93738 1210.0673 ],[ 338.7162   724.63086 1346.3018 ],[ 249.81564  374.08994 1347.2421 ]
[ 298.07773  287.55362 1407.8531 ],[ 294.97687  372.21466 1358.0409 ],[ 298.91058  192.09357 1447.7516 ],[ 339.47028  240.3343  1174.0614 ],[ 324.41464  225.98315 1141.7651 ],[ 192.54102  302.03333 1369.2473 ],[ 253.23102  231.45969 1235.4185 ],[ 266.9818   215.46953 1208.6527 ],[ 338.67877  724.4138  1345.8795 ],[ 250.15399  374.07526 1347.403  ]
[ 298.15976  287.41635 1407.8245 ],[ 295.01083  372.03223 1358.1638 ],[ 298.98898  191.8761  1447.7661 ],[ 335.82965  247.5136  1173.0831 ],[ 319.89008  234.73833 1139.9984 ],[ 192.42868  301.4108  1366.4456 ],[ 254.83177  231.89809 1232.9634 ],[ 268.96967  216.14944 1206.267  ],[ 338.54382  724.1805  1345.5786 ],[ 250.364    374.09384 1347.4386 ]
[ 298.19012  287.28998 1407.8083 ],[ 294.9915  371.8596 1358.2853],[ 299.0545   191.67163 1447.7832 ],[ 327.35608  251.52525 1190.4377 ],[ 309.72574  239.7401  1159.832  ],[ 192.2557   301.08496 1367.2385 ],[ 257.86304  236.24336 1231.5793 ],[ 272.758    221.52228 1204.4475 ],[ 338.35242  724.01215 1345.6737 ],[ 250.50026  374.1107  1347.4584 ]
[ 298.1993   287.20273 1407.822  ],[ 294.96457  371.72473 1358.3882 ],[ 299.0771   191.50772 1447.8074 ],[ 321.0061   253.93681 1201.1451 ],[ 302.21674  242.72882 1172.1855 ],[ 191.96097  300.79324 1368.1084 ],[ 267.18137  248.8197  1229.5828 ],[ 284.30618  236.98734 1201.8777 ],[ 338.16992  723.8814  1345.6716 ],[ 250.6122  374.1771 1347.4692]
[ 298.20053  287.28418 1407.7833 ],[ 294.92618  371.76657 1358.3901 ],[ 299.08575  191.5169  1447.8163 ],[ 320.14938  252.69215 1201.827  ],[ 301.54535  241.1063  1173.081  ],[ 191.46735  300.62985 1368.692  ],[ 276.25253  261.30292 1237.6813 ],[ 295.41006  252.41684 1211.4791 ],[ 338.00403  723.738   1345.6757 ],[ 250.69528  374.162   1347.492  ]
[ 298.15997  287.36133 1407.749  ],[ 294.86224  371.80383 1358.3982 ],[ 299.07712  191.5301  1447.82   ],[ 317.15118  252.1372  1205.0054 ],[ 298.6967   240.23286 1176.9253 ],[ 190.52036  300.17136 1369.624  ],[ 278.6248   265.99448 1244.8167 ],[ 298.40912  258.3199  1219.8552 ],[ 337.9076  723.1274 1345.6943],[ 250.73727  373.99545 1347.5278 ]
