left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 338.6838   302.96518 1449.4462 ],[ 335.66907  383.7899  1400.4065 ],[ 342.39972  206.64444 1461.4468 ],[ 437.0018   434.53552 1272.9082 ],[ 437.93338  459.39792 1248.1573 ],[ 257.20303  318.3229  1479.0547 ],[ 237.05307  415.83475 1321.6472 ],[ 232.43307  438.19238 1290.1658 ],[ 383.20807  722.04517 1392.8202 ],[ 288.62686  391.0938  1416.6998 ]
[ 335.97662  299.68866 1471.253  ],[ 333.81995  377.5035  1414.6538 ],[ 339.20526  205.20192 1471.2474 ],[ 432.74478  431.54108 1281.826  ],[ 433.6583   455.92413 1258.2471 ],[ 252.57631  313.14273 1487.5238 ],[ 231.57504  410.09625 1342.8486 ],[ 226.8198  432.0491 1313.9136],[ 380.4989  704.3427 1408.4888],[ 288.34015  381.9671  1424.5735 ]
[ 333.81433  296.69427 1484.5052 ],[ 331.81274  372.52652 1423.638  ],[ 335.79688  203.9764  1478.8381 ],[ 428.21426  427.8723  1288.1783 ],[ 429.36237  451.79138 1264.8425 ],[ 248.39938  313.1467  1494.2917 ],[ 226.30765  408.99234 1355.7065 ],[ 221.33598  430.56198 1327.9895 ],[ 375.2139   702.78564 1415.8562 ],[ 288.81326  380.20892 1432.4103 ]
[ 329.64197  295.34302 1491.0532 ],[ 327.58392  370.0969  1431.378  ],[ 331.68555  203.76392 1484.252  ],[ 421.35596  425.68536 1293.1528 ],[ 422.32257  449.14835 1269.5105 ],[ 243.66733  311.7891  1503.939  ],[ 219.73402  406.2729  1372.6024 ],[ 214.38702  427.38174 1346.3351 ],[ 368.86804  703.6965  1419.0813 ],[ 285.53378  379.8235  1439.3126 ]
[ 323.23672  294.61838 1495.1282 ],[ 321.0463   368.63397 1439.8446 ],[ 326.59802  203.6531  1489.1494 ],[ 413.8344   423.92804 1298.6024 ],[ 414.2567  446.9874 1274.0923],[ 237.50049  308.95633 1514.7032 ],[ 214.67496  402.358   1385.8643 ],[ 209.59093  423.16177 1360.0964 ],[ 363.2106   700.34906 1427.0488 ],[ 278.74115  378.74173 1450.7045 ]
[ 316.67468  294.37323 1498.3136 ],[ 314.18768  367.71185 1448.264  ],[ 321.20956  203.52951 1494.6011 ],[ 410.27673  423.00873 1311.0277 ],[ 411.26324  445.7944  1287.4797 ],[ 231.22067  307.5577  1519.822  ],[ 211.14606  400.55728 1393.7404 ],[ 206.68729  421.21353 1368.524  ],[ 346.58423  744.8802  1212.246  ],[ 271.38718  379.57648 1457.2528 ]
[ 311.88477  293.82452 1502.5345 ],[ 309.3984   366.46716 1454.8564 ],[ 314.1732   202.97519 1503.3561 ],[ 403.8604   417.89838 1328.9758 ],[ 404.85748  440.28735 1307.0808 ],[ 227.1744  309.4815 1525.9124],[ 205.8181   401.08856 1398.0111 ],[ 201.0692  421.4589 1372.4309],[ 335.34335  739.6661  1210.3745 ],[ 266.6412   379.41263 1465.3239 ]
[ 308.65192  292.7087  1507.6061 ],[ 306.16397  364.76685 1460.9124 ],[ 309.05246  202.00374 1512.5195 ],[ 398.67987  413.6151  1339.7574 ],[ 399.4394   435.78473 1318.5687 ],[ 223.48512  310.4963  1531.908  ],[ 200.8779  401.9325 1406.746 ],[ 195.86499  422.20758 1381.7136 ],[ 325.0761  734.6625 1214.8406],[ 263.38608  378.7058  1470.5936 ]
[ 306.04922  290.82465 1515.8187 ],[ 303.54144  362.24454 1467.893  ],[ 305.12967  200.68977 1521.854  ],[ 393.8812   411.45535 1352.848  ],[ 394.497   433.6297 1333.04  ],[ 220.01585  308.55814 1534.8682 ],[ 197.28183  401.03476 1414.0457 ],[ 192.26073  421.45944 1389.8811 ],[ 292.51987  718.5365  1209.4824 ],[ 261.70187  377.04257 1478.8597 ]
[ 304.38474  288.47177 1524.799  ],[ 301.94675  359.34854 1475.5479 ],[ 302.35364  198.98035 1529.8448 ],[ 391.98346  408.00577 1364.4863 ],[ 392.97583  430.3601  1346.36   ],[ 218.21942  306.79938 1539.2396 ],[ 196.01149  401.07278 1422.2214 ],[ 191.12402  421.82025 1398.8177 ],[ 284.9466   710.33563 1211.1877 ],[ 260.7308  375.7916 1483.5195]
