left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 358.3662  300.3988 1120.4358],[ 366.00482  402.81445 1074.3887 ],[ 348.28162  173.7442  1129.3295 ],[237.14095 280.40228 932.3023 ],[207.99985 273.81357 931.4139 ],[ 294.31366  317.3089  1196.6788 ],[ 294.31366  433.3333  1196.6788 ],[ 294.31366  480.77127 1196.6788 ],[ 431.25626  836.3672  1048.8617 ],[ 305.1713   427.94742 1068.7759 ]
[ 354.0534  296.6171 1134.13  ],[ 359.9198   397.66168 1085.0078 ],[ 345.5924   173.28322 1138.6116 ],[232.52328 282.1082  945.9011 ],[203.61057 277.02023 945.89996],[ 298.95755  309.95383 1229.9054 ],[ 298.95755  422.84332 1229.9054 ],[ 298.95755  468.99957 1229.9054 ],[ 422.54584  802.6361  1068.4788 ],[ 300.26154  406.9829  1064.8927 ]
[ 349.65222  292.12082 1149.5336 ],[ 354.2951  391.5532 1098.2277],[ 343.26584  170.7179  1149.8752 ],[232.7489  282.95856 956.921  ],[203.99326 278.26257 955.8002 ],[ 293.34766  310.18576 1224.1016 ],[ 293.34766  423.60837 1224.1016 ],[ 293.34766  469.98257 1224.1016 ],[ 414.51886  790.1305  1088.4766 ],[ 297.98734  396.78125 1072.3174 ]
[ 344.8671  288.8404 1167.8099],[ 349.13397  386.5276  1118.2994 ],[ 340.6712  169.5359 1164.0914],[233.56062 286.56775 965.44507],[204.72119 282.6845  961.4866 ],[ 295.01758  302.1893  1253.7744 ],[ 295.01758  412.92227 1253.7744 ],[ 295.01758  458.1968  1253.7744 ],[ 406.5089  786.1573 1104.8234],[ 295.48013  396.57944 1097.2869 ]
[ 341.164   285.3119 1188.6891],[ 344.95148  381.11514 1143.2635 ],[ 337.9361   170.13159 1181.0952 ],[234.10068 291.01633 976.23004],[205.39412 288.2526  971.0961 ],[ 289.1324   302.21854 1259.4608 ],[ 289.1324   412.44174 1259.4608 ],[ 289.1324   457.50784 1259.4608 ],[ 399.8785   779.37036 1129.8894 ],[ 293.6134   396.85815 1119.2101 ]
[ 337.82452  283.60367 1210.1152 ],[ 340.97076  377.59616 1167.106  ],[ 335.70154  171.21817 1200.3785 ],[234.90327 294.65103 988.9174 ],[206.40572 293.46393 982.44116],[ 289.8098  298.7657 1286.21  ],[ 289.8098   406.68164 1286.21   ],[ 289.8098   450.80438 1286.21   ],[ 395.81445  767.8321  1153.8479 ],[ 289.46765  392.82443 1136.1837 ]
[ 332.6615   282.38693 1235.105  ],[ 333.3062   374.38852 1194.5895 ],[ 333.17072  172.44818 1222.7347 ],[ 235.51868  296.16046 1000.84186],[207.32031 295.62967 992.8913 ],[ 285.32098  296.64297 1302.1733 ],[ 285.32098  403.21558 1302.1733 ],[ 285.32098  446.7891  1302.1733 ],[ 386.94617  758.5568  1176.1528 ],[ 280.40814  386.09412 1183.952  ]
[ 328.96844  281.73856 1254.6807 ],[ 328.03253  372.2006  1216.5217 ],[ 330.99725  173.63716 1244.62   ],[ 234.7905   295.6795  1015.61053],[ 206.9884   295.84872 1006.9162 ],[ 285.54407  293.6447  1330.9159 ],[ 285.54407  397.89038 1330.9159 ],[ 285.54407  440.51248 1330.9159 ],[ 379.6515   752.45825 1188.6443 ],[ 276.86197  386.02985 1203.2239 ]
[ 325.91577  281.50192 1269.6405 ],[ 324.23608  369.17578 1231.2732 ],[ 328.35385  174.7346  1265.1982 ],[ 230.0115   294.70078 1028.5754 ],[ 202.53136  294.8305  1020.1011 ],[ 278.55704  293.85712 1339.2589 ],[ 278.55704  397.42313 1339.2589 ],[ 278.55704  439.76733 1339.2589 ],[ 375.6712  746.2557 1203.0522],[ 273.36325  386.41357 1217.9901 ]
[ 323.3996   281.38388 1284.145  ],[ 321.50232  366.85413 1244.4918 ],[ 325.32837  175.7421  1285.0109 ],[ 225.96037  295.37228 1036.741  ],[ 198.68578  296.60022 1026.4359 ],[ 278.49963  292.4877  1368.8386 ],[ 278.49963  393.7818  1368.8386 ],[ 278.49963  435.19714 1368.8386 ],[ 372.71777  741.22766 1216.9209 ],[ 271.59488  387.2427  1240.1941 ]
[ 321.64026  281.33353 1296.4099 ],[ 319.92148  365.11136 1257.9711 ],[ 322.14725  176.62027 1303.2225 ],[ 224.43286  294.87012 1048.7953 ],[ 197.46762  296.1662  1039.0312 ],[ 226.40521  285.24896 1365.8615 ],[ 221.01245  372.5484  1202.1211 ],[ 218.35951  415.49536 1135.1738 ],[ 369.90933  735.7145  1233.9747 ],[ 272.204    387.88693 1257.4507 ]
[ 320.0638   280.98264 1308.0574 ],[ 318.96158  363.32306 1271.8319 ],[ 318.31024  177.70503 1327.2439 ],[ 226.18915  295.35123 1058.2833 ],[ 199.5831   297.82043 1046.8898 ],[ 227.12633  286.7789  1356.7397 ],[ 218.43265  378.1885  1201.3446 ],[ 214.1942  422.7537 1137.8094],[ 367.35715  734.39984 1245.249  ],[ 272.53333  386.81754 1273.4146 ]
[ 318.25027  280.47314 1319.9429 ],[ 317.79785  361.59766 1285.2617 ],[ 314.83505  178.50519 1347.1235 ],[ 226.2615   294.95374 1067.6448 ],[ 199.93811  297.5956  1055.631  ],[ 223.74545  291.1928  1371.5334 ],[ 213.28168  376.7014  1202.0272 ],[ 208.10143  419.03342 1132.7225 ],[ 364.1468  735.9631 1254.1085],[ 272.24744  386.87344 1284.5922 ]
[ 317.24603  280.1713  1331.7104 ],[ 317.15744  360.30707 1296.3127 ],[ 312.35056  179.10147 1362.3353 ],[ 230.12256  294.87378 1075.2505 ],[ 204.18933  298.05878 1061.3738 ],[ 222.56326  292.00977 1383.5579 ],[ 214.22844  373.94342 1208.1777 ],[ 212.2624   393.26996 1173.1017 ],[ 363.14233  730.99164 1265.3975 ],[ 272.07153  384.9611  1297.4287 ]
[ 316.2716   280.11975 1344.1775 ],[ 316.56082  359.4162  1307.5983 ],[ 310.32605  179.6235  1374.593  ],[ 233.23778  295.19098 1080.68   ],[ 207.60059  298.59894 1065.6521 ],[ 220.23932  293.4975  1398.6812 ],[ 211.83871  367.61508 1210.3348 ],[ 209.83476  385.29562 1172.6655 ],[ 362.06113  726.2912  1277.9502 ],[ 271.7777  383.3451 1307.0383]
[ 315.40576  280.23648 1356.1196 ],[ 315.97345  358.80988 1318.4424 ],[ 308.97992  180.06566 1384.0972 ],[ 238.23718  297.1349  1084.495  ],[ 212.98781  300.77835 1067.6077 ],[ 220.33047  294.3479  1403.2633 ],[ 193.56815  346.17947 1188.6794 ],[ 187.01277  358.87552 1145.7627 ],[ 360.451    723.34894 1284.2029 ],[ 271.4834   381.77982 1314.7303 ]
[ 315.012    280.41495 1362.5798 ],[ 315.4447   358.63147 1324.0359 ],[ 308.3326   180.30229 1389.4587 ],[ 245.16995  302.7356  1081.3464 ],[ 220.31738  307.534   1062.9238 ],[ 219.65982  295.24033 1393.6311 ],[ 184.46199  331.46844 1170.6107 ],[ 175.74928  340.43616 1126.0066 ],[ 358.85117  722.45667 1284.4722 ],[ 270.9556   380.70084 1315.4019 ]
[ 314.65598  280.64435 1366.1412 ],[ 314.9292   358.69186 1326.7697 ],[ 308.00427  180.45854 1393.4623 ],[ 256.33786  314.29993 1079.4366 ],[ 232.41858  321.54898 1059.187  ],[ 219.48424  294.84378 1392.7827 ],[ 181.24606  331.53604 1171.1135 ],[ 171.79303  340.6069  1126.7797 ],[ 358.10046  721.0158  1287.3906 ],[ 270.6384   380.66483 1315.8231 ]
[ 314.2413  280.9132 1368.5706],[ 314.32083  358.87112 1328.1322 ],[ 307.7992   180.58815 1396.8259 ],[ 272.35342  319.7287  1075.7655 ],[ 249.74792  327.59033 1051.5065 ],[ 219.23587  294.6897  1392.5133 ],[ 173.42456  335.7048  1176.7621 ],[ 162.16977  345.7813  1133.6118 ],[ 357.641   719.4346 1291.5967],[ 270.37296  381.43207 1315.4764 ]
[ 313.81387  281.17505 1374.1993 ],[ 313.57727  358.8778  1330.943  ],[ 307.66315  180.79597 1400.8873 ],[ 284.9159   323.99582 1078.9093 ],[ 263.33966  332.65    1053.193  ],[ 219.41751  294.59222 1393.6222 ],[ 168.67538  342.98904 1186.6827 ],[ 156.32654  354.76712 1145.2948 ],[ 357.24658  716.48254 1300.279  ],[ 269.8179  381.4497 1315.9674]
[ 313.37274  281.33688 1380.3986 ],[ 312.40555  358.77988 1336.2019 ],[ 307.56018  181.02495 1405.5159 ],[ 305.30408  327.83728 1084.5564 ],[ 285.71896  337.36688 1055.955  ],[ 218.99345  293.72827 1398.5066 ],[ 172.33072  348.4942  1195.3645 ],[ 161.02802  361.75964 1154.7361 ],[ 356.36234  711.1155  1315.4264 ],[ 268.88364  381.18732 1316.7029 ]
[ 313.0124   281.18445 1386.1986 ],[ 311.01837  358.2756  1343.8058 ],[ 307.4961  181.2459 1410.2615],[ 319.91327  326.2225  1093.3319 ],[ 301.62555  335.38525 1062.9227 ],[ 210.99397  292.36304 1401.7383 ],[ 177.97424  356.0826  1202.0322 ],[ 170.00842  371.4546  1162.0911 ],[ 354.57617  706.0419  1327.1257 ],[ 268.1368   379.73328 1318.5181 ]
[ 312.74265  280.6942  1392.4823 ],[ 309.87708  357.228   1353.7391 ],[ 308.3268   181.47433 1414.7385 ],[ 332.23297  327.53818 1105.5582 ],[ 314.93237  336.64972 1074.3357 ],[ 209.12173  292.91632 1402.7534 ],[ 180.68182  353.55524 1198.0608 ],[ 173.78644  368.25748 1157.1223 ],[ 352.7026   701.97815 1336.148  ],[ 267.7143  376.7841 1323.6696]
[ 312.69714  279.812   1399.321  ],[ 309.3836  355.582  1363.3853],[ 309.79657  181.71281 1419.4629 ],[ 347.34857  334.54364 1116.4756 ],[ 331.89612  344.92673 1083.9089 ],[ 207.90266  292.7311  1402.3441 ],[ 179.59125  351.21622 1195.377  ],[ 172.71036  365.43066 1153.9835 ],[ 351.32993  697.51056 1346.5005 ],[ 266.6945   370.61655 1337.6576 ]
[ 313.1247   278.90106 1403.6833 ],[ 309.60364  354.0376  1368.7878 ],[ 312.27292  181.8799  1423.369  ],[ 366.09973  336.3526  1126.2806 ],[ 353.4275   346.77158 1090.6431 ],[ 208.87434  293.1192  1401.6661 ],[ 180.09726  355.35995 1199.1301 ],[ 173.13454  370.41934 1158.6229 ],[ 350.8706  696.2674 1349.5227],[ 267.1451   369.91568 1348.7421 ]
[ 314.12302  278.18887 1410.5723 ],[ 310.46136  352.69046 1374.9093 ],[ 315.34644  182.07025 1427.7764 ],[ 380.17947  330.2478  1128.5414 ],[ 369.37183  339.00293 1090.4226 ],[ 210.4703  293.6847 1400.3892],[ 180.88641  361.9479  1206.0994 ],[ 173.78781  378.32755 1167.2415 ],[ 351.29205  695.46564 1353.9442 ],[ 268.17593  370.2002  1359.9672 ]
[ 316.18222  277.55722 1419.239  ],[ 311.99603  351.4313  1381.0376 ],[ 319.28406  182.26152 1432.2941 ],[ 400.78137  319.1706  1113.3901 ],[ 394.14594  325.15073 1071.2843 ],[ 213.54372  292.9011  1399.7308 ],[ 185.5089   370.70508 1222.0876 ],[ 178.89462  389.06146 1186.559  ],[ 352.42346  694.4717  1359.7108 ],[ 269.52087  369.40573 1367.6342 ]
[ 321.1191  277.0005 1427.1971],[ 316.54745  350.39096 1386.6398 ],[ 324.60162  182.45123 1436.9899 ],[ 416.914    298.02753 1104.428  ],[ 413.4585   299.20068 1060.5498 ],[ 218.97784  292.87222 1399.3842 ],[ 195.55266  376.0302  1232.8462 ],[ 190.08707  395.43268 1199.5386 ],[ 356.77008  693.6894  1362.7064 ],[ 273.93286  368.82562 1373.1493 ]
[ 327.16437  276.55844 1433.1272 ],[ 322.60373  349.67874 1391.6736 ],[ 330.2033  182.6198 1441.2883],[ 447.60577  278.546   1080.8022 ],[ 451.4284   275.42932 1035.8037 ],[ 223.22614  290.17743 1400.5432 ],[ 206.48682  375.60327 1239.9529 ],[ 202.6048   395.41434 1207.8348 ],[ 362.86594  692.7111  1364.2701 ],[ 279.9079  368.3208 1377.5469]
[ 333.134    276.19702 1438.3677 ],[ 328.80457  349.13287 1396.2128 ],[ 335.51825  182.7697  1445.1515 ],[ 481.3138   256.58478 1105.6    ],[ 494.36456  248.29121 1064.3452 ],[ 227.62253  288.038   1400.7561 ],[ 206.26361  374.23453 1244.7925 ],[ 201.33304  394.1324  1213.5997 ],[ 368.7622   692.63214 1362.8882 ],[ 285.98557  367.21786 1383.0381 ]
[ 337.1019   276.06693 1442.3064 ],[ 332.55203  348.6513  1400.7665 ],[ 339.45624  183.10417 1448.7053 ],[ 496.16208  244.90872 1129.9839 ],[ 512.06506  234.11102 1092.9921 ],[ 228.95901  284.96954 1402.4188 ],[ 208.8272   371.78946 1249.8002 ],[ 204.19604  391.7616  1219.2765 ],[ 371.53125  692.7772  1361.1375 ],[ 289.80515  365.7395  1389.4197 ]
[ 339.18015  276.76608 1444.3251 ],[ 334.41144  348.82028 1402.8625 ],[ 342.30164  184.94008 1451.6448 ],[ 507.14026  228.39854 1134.161  ],[ 521.729    214.22528 1098.7921 ],[ 229.691    285.92398 1402.5905 ],[ 241.57271  380.30685 1282.8293 ],[ 244.2203   401.33838 1258.8771 ],[ 373.31903  690.5611  1360.4257 ],[ 291.9881   364.92944 1390.2358 ]
[ 340.36697  278.16736 1445.3607 ],[ 335.34064  349.55908 1403.6072 ],[ 344.78143  187.79869 1454.1323 ],[ 512.2891  209.0013 1143.5654],[ 524.6652   191.53343 1111.6206 ],[ 230.87228  286.11993 1403.3541 ],[ 253.05408  378.39285 1289.4258 ],[ 257.9693  398.8393 1266.6401],[ 374.5011  687.5023 1360.8944],[ 293.24863  364.10443 1391.027  ]
[ 341.82593  279.5972  1446.2561 ],[ 336.30273  351.96942 1402.923  ],[ 347.2976   190.60617 1456.3566 ],[ 509.23648  199.53357 1160.8512 ],[ 518.94714  179.86526 1132.8683 ],[ 230.81633  288.99817 1402.9814 ],[ 252.80763  381.40692 1289.2509 ],[ 257.67984  401.88022 1266.5048 ],[ 375.66565  685.7741  1362.4022 ],[ 294.58383  363.40805 1391.8995 ]
[ 343.8019   280.79984 1447.2097 ],[ 337.8509  353.9368 1402.54  ],[ 349.5315   192.95724 1458.8644 ],[ 504.3777   191.45723 1174.7251 ],[ 512.0816   169.95892 1150.3494 ],[ 231.64905  290.87646 1403.5898 ],[ 253.06082  385.5927  1288.6653 ],[ 257.80978  406.60004 1265.6804 ],[ 377.6752  683.721  1364.703 ],[ 296.34656  362.6518  1393.1001 ]
[ 346.91992  281.52335 1447.9038 ],[ 340.33292  355.24384 1402.5215 ],[ 352.226    194.58304 1461.2075 ],[ 496.83667  181.84698 1185.2834 ],[ 501.68903  159.20915 1163.7604 ],[ 233.73105  291.9005  1405.7942 ],[ 254.69148  388.15866 1293.1448 ],[ 259.32956  409.45847 1270.6149 ],[ 378.97278  730.74396 1121.4388 ],[ 298.90656  362.00787 1394.8389 ]
[ 350.02222  281.72766 1449.6781 ],[ 343.72522  355.8986  1403.2506 ],[ 354.54083  195.55588 1463.8761 ],[ 469.57214  181.76927 1173.4515 ],[ 466.8026   159.83255 1150.5631 ],[ 236.75748  291.7021  1410.2057 ],[ 255.89156  388.9157  1300.0172 ],[ 260.11432  410.3701  1277.9795 ],[ 378.69147  729.7541  1142.2395 ],[ 302.22385  361.29044 1397.5144 ]
[ 351.7856  281.8028 1454.1572],[ 347.09537  356.20328 1404.686  ],[ 355.7614  196.3834 1467.5754],[ 446.07135  189.73726 1175.4327 ],[ 438.01996  169.87207 1152.7831 ],[ 236.43298  290.13678 1412.1759 ],[ 256.18393  388.03577 1309.1826 ],[ 260.51297  409.49353 1288.584  ],[ 379.01828  729.1191  1138.5067 ],[ 305.7883  362.0786 1401.2057]
[ 351.8483  282.0046 1460.2239],[ 348.66818  356.37704 1406.9955 ],[ 355.40332  197.32338 1471.7667 ],[ 432.24463  196.70087 1181.9395 ],[ 421.37234  178.65149 1160.1075 ],[ 237.3658   291.21304 1412.4268 ],[ 257.57306  389.7197  1319.9769 ],[ 261.95898  411.1004  1301.4869 ],[ 382.61725  728.0635  1125.7222 ],[ 307.8163  362.9418 1406.1215]
[ 351.6297  284.3873 1465.2495],[ 349.42035  357.3114  1411.2576 ],[ 354.86188  198.47733 1475.2627 ],[ 424.90036  199.6599  1193.1783 ],[ 412.48267  182.33997 1173.5367 ],[ 238.53177  294.04858 1411.699  ],[ 257.87616  392.4543  1314.1469 ],[ 262.09485  413.91507 1294.6365 ],[ 393.5358  729.1868 1137.9746],[ 309.6052   367.48502 1408.3982 ]
[ 351.45575  286.49734 1468.394  ],[ 349.68033  358.76553 1416.3489 ],[ 354.30212  199.59306 1477.9075 ],[ 425.87082  198.75818 1195.8059 ],[ 413.6969   181.18336 1176.5363 ],[ 239.06665  296.60367 1411.3455 ],[ 258.90732  394.74295 1310.8556 ],[ 263.2462   416.20453 1290.7576 ],[ 399.3836  727.9815 1148.8544],[ 309.93997  368.13458 1410.8031 ]
