left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 337.81918  308.69055 1260.0557 ],[ 334.31818  406.4882  1198.2799 ],[ 343.3991   195.40193 1293.7968 ],[ 461.0379   453.63968 1254.4534 ],[ 461.0379   502.17297 1254.4534 ],[ 226.52524  318.91226 1280.5306 ],[ 232.95847  428.9446  1083.0061 ],[ 236.0836   482.39618 1007.5106 ],[ 387.20947  793.3501  1207.8173 ],[ 282.45325  411.42297 1204.0127 ]
[ 339.03973  306.21414 1268.8055 ],[ 336.44818  403.11667 1204.1006 ],[ 343.80084  193.65082 1297.3215 ],[ 461.93942  450.47336 1256.1969 ],[ 461.93942  498.93927 1256.1969 ],[ 224.58334  316.05063 1302.0654 ],[ 230.77347  419.6921  1103.0386 ],[ 233.81575  470.62918 1025.964  ],[ 389.0805  786.9063 1213.7963],[ 283.77176  397.67664 1203.2001 ]
[ 339.7851   304.54056 1273.3865 ],[ 337.91113  400.9516  1207.2397 ],[ 344.09344  192.75134 1299.3971 ],[ 463.5014   448.04968 1256.6332 ],[ 463.5014   496.49884 1256.6332 ],[ 224.46405  314.9161  1310.6852 ],[ 230.59492  417.18835 1115.6318 ],[ 233.62112  467.66998 1039.2892 ],[ 390.4145  787.7868 1212.37  ],[ 285.49988  394.1907  1201.0791 ]
[ 340.11572  303.56366 1275.2018 ],[ 338.64966  399.7961  1209.2426 ],[ 344.1132   192.40724 1300.7917 ],[ 465.05154  446.03085 1257.2299 ],[ 465.05154  494.45697 1257.2299 ],[ 223.80096  313.70963 1317.0293 ],[ 231.56432  413.94733 1124.1731 ],[ 235.41563  463.67398 1048.0399 ],[ 390.99097  788.64124 1211.0417 ],[ 286.41757  393.95697 1202.2739 ]
[ 340.24133  302.92673 1275.8749 ],[ 338.93268  399.09204 1210.3153 ],[ 344.0783  192.2539 1301.696 ],[ 463.45068  447.14175 1258.5181 ],[ 463.45068  495.51837 1258.5181 ],[ 224.83307  314.18695 1311.0134 ],[ 227.71059  417.52448 1116.5123 ],[ 229.12857  468.44705 1040.4469 ],[ 391.0581  787.9713 1211.9095],[ 286.90976  393.60382 1202.4886 ]
[ 340.30057  302.51358 1276.1495 ],[ 339.06464  398.65042 1210.9213 ],[ 344.03976  192.19359 1302.0963 ],[ 436.35156  432.2352  1087.9883 ],[ 423.80377  484.84424 1020.86237],[ 225.83868  315.15158 1305.0514 ],[ 211.02948  415.48648 1101.6841 ],[ 203.58258  465.9405  1021.6287 ],[ 391.004    787.27795 1212.6761 ],[ 287.23886  394.174   1202.5198 ]
[ 340.3566   302.20847 1276.2985 ],[ 339.1812   398.32794 1211.2994 ],[ 344.03012  192.17067 1302.4391 ],[ 437.3266  432.7298 1090.435 ],[ 425.0758   485.45453 1023.588  ],[ 226.9559   317.61407 1293.4968 ],[ 209.11028  402.5611  1069.7123 ],[199.73595 447.18378 980.595  ],[ 390.9914   786.65027 1212.7706 ],[ 287.55762  395.13022 1202.3691 ]
[ 340.4108   301.97446 1276.402  ],[ 339.29675  398.08157 1211.5741 ],[ 344.0314   192.16443 1302.7546 ],[ 440.09363  436.5497  1097.1476 ],[ 429.60193  490.75458 1032.8516 ],[ 223.92549  315.81726 1308.7222 ],[ 212.20079  380.413   1068.9723 ],[205.91626 415.03683 973.3916 ],[ 390.8979  786.2388 1213.6981],[ 287.85004  395.29272 1202.0405 ]
[ 340.46176  301.78336 1276.4932 ],[ 339.41614  397.87836 1211.7618 ],[ 344.03506  192.167   1303.149  ],[ 440.77582  436.82156 1100.693  ],[ 430.50024  491.27026 1037.5504 ],[ 220.35881  314.93008 1299.4985 ],[ 194.32645  323.10907 1046.1794 ],[187.53015 325.24432 995.5156 ],[ 390.8229  785.8108 1214.523 ],[ 288.14044  395.53168 1201.6732 ]
[ 340.4883   301.62372 1276.5813 ],[ 339.45587  397.70523 1211.9009 ],[ 344.03262  192.17381 1303.6075 ],[ 441.35474  438.32358 1104.6245 ],[ 431.3304   493.20758 1043.1779 ],[ 217.06311  313.80032 1287.1438 ],[ 181.53424  275.28128 1052.7703 ],[ 172.4417   265.4235  1005.89557],[ 390.67096  785.3468  1215.5309 ],[ 288.3155   395.60623 1201.7448 ]
[ 340.50226  301.49194 1276.6656 ],[ 339.46948  397.56018 1212.0123 ],[ 344.02716  192.1821  1304.0814 ],[ 441.75388  440.35898 1107.6726 ],[ 431.94983  495.67966 1047.8481 ],[ 214.65808  312.48862 1279.0822 ],[ 185.54277  253.07085 1059.629  ],[ 178.20999  238.10632 1015.7384 ],[ 390.573    785.35364 1215.4573 ],[ 288.4445   395.59488 1201.8088 ]
[ 340.51117  301.38312 1276.7491 ],[ 339.47507  397.4381  1212.1063 ],[ 344.02026  192.1912  1304.5758 ],[ 441.28577  439.53763 1104.9663 ],[ 431.16824  494.61084 1044.1803 ],[ 214.46414  311.8827  1263.2301 ],[ 192.84247  228.74532 1072.2926 ],[ 187.56     208.43372 1034.1051 ],[ 390.4737  785.3065 1215.5284],[ 288.5489   395.55905 1201.8662 ]
[ 340.51862  301.2968  1276.8402 ],[ 339.47726  397.3375  1212.1862 ],[ 344.01306  192.20177 1305.0784 ],[ 440.55893  436.45334 1099.4818 ],[ 430.0795   490.79526 1036.1061 ],[ 214.02177  310.71167 1245.5312 ],[ 197.16724  210.43478 1087.7928 ],[ 193.19226  186.78535 1056.2451 ],[ 390.38818  785.2584  1215.5945 ],[ 288.63052  395.52646 1202.0026 ]
[ 340.5285   301.25818 1276.9612 ],[ 339.47797  397.2814  1212.242  ],[ 344.00702  192.21333 1305.6088 ],[ 440.98788  435.25003 1098.6737 ],[ 430.77765  489.4296  1034.5408 ],[ 212.0322   309.51602 1242.5364 ],[ 200.77127  201.00342 1110.2756 ],[ 198.18927  176.12283 1083.8235 ],[ 390.3144  785.2483 1215.5809],[ 288.70117  395.36868 1202.0884 ]
[ 340.53583  301.2518  1277.0671 ],[ 339.47803  397.2583  1212.2637 ],[ 344.0001   192.22539 1306.1423 ],[ 442.13617  434.21555 1095.684  ],[ 432.59625  488.2707  1030.093  ],[ 205.59486  305.85898 1239.0231 ],[ 203.95857  191.65979 1129.7753 ],[ 203.59256  166.11739 1107.9257 ],[ 390.24567  785.2085  1215.5886 ],[ 288.77478  395.42346 1202.0876 ]
[ 340.53967  301.25162 1277.1473 ],[ 339.4781   397.24277 1212.2758 ],[ 343.99228  192.23782 1306.6674 ],[ 444.52478  432.5695  1086.9081 ],[ 436.29208  486.25195 1017.9437 ],[ 201.88307  303.93494 1241.852  ],[ 204.58041  189.97713 1131.9202 ],[ 205.18402  164.47673 1109.9338 ],[ 390.1828   785.14923 1215.6013 ],[ 288.84244  395.47064 1202.0836 ]
[ 340.54288  301.2523  1277.228  ],[ 339.47812  397.22577 1212.2856 ],[ 343.98352  192.25485 1307.2346 ],[ 445.42694  431.34393 1081.4554 ],[ 437.83575  484.65344 1010.4887 ],[ 198.16039  301.88055 1245.6809 ],[ 205.29529  188.00797 1137.3976 ],[ 206.88846  162.58112 1115.741  ],[ 390.12964  785.00446 1215.6355 ],[ 288.9041  395.5523 1202.1034]
