left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 417.3843   298.78702 1609.6233 ],[ 417.35364  360.20734 1554.7854 ],[ 417.29688  221.7678  1629.706  ],[ 382.83307  179.82692 1266.0428 ],[ 361.17487  162.17235 1199.3724 ],[ 302.88455  252.97102 1476.4429 ],[ 283.45813  263.54648 1257.7306 ],[ 278.73288  266.11884 1213.9882 ],[ 452.10922  649.0583  1524.1674 ],[ 384.65485  375.7597  1528.3823 ]
[ 416.32382  298.40216 1614.7236 ],[ 415.6634   360.25873 1558.8969 ],[ 417.01117  221.8863  1631.7487 ],[ 466.48322  411.4603  1599.0203 ],[ 466.48322  444.56223 1599.0203 ],[ 294.88113  253.02344 1508.0924 ],[ 267.87408  256.34335 1292.6792 ],[ 261.35532  257.1447  1249.5966 ],[ 450.58466  649.41223 1527.7034 ],[ 383.30563  377.3895  1528.1188 ]
[ 415.36206  298.4142  1619.3098 ],[ 414.99628  359.5755  1565.9211 ],[ 416.78268  222.02074 1633.653  ],[ 463.80157  412.7027  1606.2422 ],[ 463.80157  445.66574 1606.2422 ],[ 290.9742   269.80798 1555.1182 ],[ 253.51749  233.76135 1370.3354 ],[ 244.78036  225.35313 1333.3789 ],[ 450.59024  648.661   1531.1388 ],[ 382.81622  377.75357 1528.6772 ]
[ 414.34808  298.36285 1623.8246 ],[ 414.4446  359.2784 1573.3574],[ 416.67664  222.097   1635.6023 ],[ 463.94995  410.65668 1618.3359 ],[ 463.94995  443.3803  1618.3359 ],[ 294.09665  280.04285 1585.0404 ],[ 243.70308  236.81334 1436.3147 ],[ 232.34555  227.0704  1406.5696 ],[ 450.44592  647.0346  1536.7645 ],[ 382.7093   377.11993 1531.0829 ]
[ 413.3523  298.2663 1627.1833],[ 413.94415  359.17938 1579.813  ],[ 416.62872  222.15158 1637.1252 ],[ 464.6327   410.14447 1617.0981 ],[ 464.6327  442.8978 1617.0981],[ 287.37744  262.96838 1584.9133 ],[ 216.4718   232.81995 1465.6031 ],[ 200.88242  226.19147 1441.7411 ],[ 450.18417  645.2713  1543.0453 ],[ 382.53964  376.64346 1535.5277 ]
[ 413.10114  298.19696 1628.1599 ],[ 413.7253  359.2956 1583.0776],[ 416.93375  222.1924  1638.0432 ],[ 465.77563  409.89108 1617.248  ],[ 465.77563  442.64407 1617.248  ],[ 284.05447  255.1836  1603.5677 ],[ 205.54161  234.64996 1516.6187 ],[ 188.74622  230.25742 1499.2289 ],[ 450.07117  644.7086  1545.8691 ],[ 381.54456  376.18158 1542.1526 ]
[ 413.10214  298.0255  1628.5908 ],[ 413.62573  359.16232 1584.424  ],[ 417.77646  222.19077 1638.8811 ],[ 467.45163  410.3072  1617.0508 ],[ 467.45163  443.0654  1617.0508 ],[ 282.45145  255.43703 1628.1888 ],[ 202.02475  242.2078  1566.7661 ],[ 185.17671  239.4365  1554.4816 ],[ 449.8549  643.9478 1548.417 ],[ 380.5165   375.58752 1549.7925 ]
[ 413.06882  297.59167 1628.7986 ],[ 413.56818  359.00497 1585.0342 ],[ 418.7965   222.16333 1639.4392 ],[ 468.57883  411.31363 1616.1495 ],[ 468.57883  444.09012 1616.1495 ],[ 282.45352  256.1442  1652.1151 ],[ 202.45007  247.082   1613.1707 ],[ 185.98358  245.2168  1605.3817 ],[ 449.778   643.0718 1551.6174],[ 379.78207  375.09396 1555.7164 ]
[ 413.04358  297.1204  1629.0459 ],[ 413.53256  358.86853 1585.3136 ],[ 419.54645  222.13774 1639.7526 ],[ 469.28235  411.9447  1614.9937 ],[ 469.28235  444.74423 1614.9937 ],[ 283.94424  257.85495 1673.0693 ],[ 205.3179  250.2816 1652.1674],[ 189.3533   248.74388 1647.9869 ],[ 449.75153  642.8076  1552.6558 ],[ 379.69165  375.0755  1556.4231 ]
[ 413.0395   296.72006 1629.1223 ],[ 413.51773  358.7264  1585.2504 ],[ 419.90298  222.12276 1639.8345 ],[ 469.6454   412.79395 1611.8271 ],[ 469.6454   445.65753 1611.8271 ],[ 286.95667  261.7893  1688.1986 ],[ 208.89551  254.1723  1682.5568 ],[ 193.2204   252.64278 1681.4283 ],[ 449.71237  642.7576  1552.6946 ],[ 379.67206  375.1547  1556.6592 ]
[ 413.0331  296.3244 1629.1957],[ 413.50458  358.49274 1585.1063 ],[ 420.16727  222.11057 1639.8427 ],[ 470.08145  411.9889  1606.6832 ],[ 470.08145  444.95737 1606.6832 ],[ 291.0015   266.89325 1694.8887 ],[ 214.87231  257.8288  1706.9785 ],[ 199.77573  256.03128 1709.3965 ],[ 450.95892  673.3212  1361.405  ],[ 379.76343  375.30084 1556.7131 ]
[ 413.04095  295.95972 1629.2834 ],[ 413.49124  358.21576 1585.1057 ],[ 420.45355  221.94731 1639.8496 ],[ 470.63165  411.38364 1596.2719 ],[ 470.63165  444.56693 1596.2719 ],[ 294.86905  270.8767  1701.1598 ],[ 220.13766  260.5953  1722.5454 ],[ 205.41351  258.56958 1726.8225 ],[ 452.06006  673.097   1367.8969 ],[ 379.78455  375.38275 1557.0352 ]
[ 413.07715  295.74393 1629.4078 ],[ 413.47568  358.12994 1585.5782 ],[ 420.6982   221.79556 1639.866  ],[ 470.92163  411.18204 1592.9323 ],[ 470.92163  444.43472 1592.9323 ],[ 293.8613   265.24756 1716.2266 ],[ 219.48672  259.88358 1737.6205 ],[ 204.83105  258.82657 1741.8993 ],[ 451.76895  673.07184 1370.3893 ],[ 379.73535  376.01788 1557.3065 ]
[ 413.11108  295.62225 1629.5453 ],[ 413.46133  358.15143 1586.0332 ],[ 420.81134  221.64732 1639.8883 ],[ 471.2187   410.24933 1586.905  ],[ 471.2187  443.6281 1586.905 ],[ 295.94373  267.36935 1717.7018 ],[ 223.63531  260.76028 1756.6134 ],[ 209.55635  259.47345 1764.3958 ],[ 451.2628  673.1517 1369.8949],[ 379.67474  376.64978 1557.6038 ]
[ 413.19202  295.6577  1629.6422 ],[ 413.46857  358.2545  1586.2424 ],[ 420.93777  221.50574 1639.9043 ],[ 471.77045  409.05664 1583.5035 ],[ 471.77045  442.50702 1583.5035 ],[ 298.07227  269.3958  1718.6605 ],[ 226.7524  262.2226 1764.5946],[ 212.93167  260.83252 1773.7814 ],[ 451.18134  673.5382  1363.878  ],[ 379.6901   377.67603 1557.8854 ]
[ 413.28882  295.90808 1629.7384 ],[ 413.47998  358.44995 1586.3953 ],[ 421.08963  221.40231 1639.9265 ],[ 471.70673  408.665   1582.0176 ],[ 471.70673  442.14673 1582.0176 ],[ 298.37085  268.67596 1718.7145 ],[ 227.11835  262.61707 1765.2452 ],[ 213.31622  261.44342 1774.5514 ],[ 451.38983  673.9623  1360.2924 ],[ 379.77106  378.93552 1558.4028 ]
[ 413.3172   296.14825 1629.7552 ],[ 413.48297  358.6255  1586.4401 ],[ 421.19318  221.28627 1639.9363 ],[ 471.61118  408.34686 1583.8419 ],[ 471.61118  441.78995 1583.8419 ],[ 300.27087  270.18787 1721.3118 ],[ 228.83105  263.83755 1765.1454 ],[ 214.96675  262.60513 1773.9121 ],[ 451.56696  674.16754 1361.4958 ],[ 379.4666   378.78375 1559.2751 ]
[ 413.32874  296.29898 1629.7615 ],[ 413.48364  358.73236 1586.5149 ],[ 421.22052  221.10904 1639.9459 ],[ 470.76785  408.70105 1582.373  ],[ 470.76785  442.17508 1582.373  ],[ 301.6646   270.83505 1724.0186 ],[ 230.13455  264.77563 1766.1812 ],[ 216.2364   263.59833 1774.6136 ],[ 451.60294  674.5401  1359.3418 ],[ 379.18646  378.805   1560.703  ]
[ 413.339    296.39532 1629.7716 ],[ 413.48413  358.80554 1586.6115 ],[ 421.20435  220.91035 1639.9569 ],[ 469.37854  409.50525 1579.6068 ],[ 469.37854  443.03787 1579.6068 ],[ 302.7697   271.29593 1729.2942 ],[ 231.17369  264.88388 1768.6086 ],[ 217.23477  263.63553 1776.4716 ],[ 451.20578  674.94745 1357.2737 ],[ 378.88995  378.80685 1562.3865 ]
[ 413.3576  296.4601 1629.7952],[ 413.4854  358.8547 1586.7323],[ 421.18695  220.70984 1639.9712 ],[ 469.85803  408.5513  1579.2222 ],[ 469.85803  442.09204 1579.2222 ],[ 303.92612  271.83243 1735.814  ],[ 232.31616  265.11844 1772.2466 ],[ 218.34602  263.80862 1779.5331 ],[ 450.45874  675.4282  1355.5535 ],[ 378.54315  378.7562  1564.6147 ]
