left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 402.96838  340.8344  1482.0302 ],[ 398.6784  418.3595 1417.2443],[ 406.74792  249.21466 1456.1122 ],[ 427.54974  298.94098 1293.9463 ],[ 413.32532  286.70828 1274.9738 ],[ 269.15076  287.57645 1558.9141 ],[ 186.65724  244.16872 1505.4281 ],[ 169.45009  235.11436 1494.731  ],[ 433.91412  755.8353  1425.4423 ],[ 368.88678  445.67963 1446.3981 ]
[ 402.86057  341.0349  1478.7305 ],[ 398.8471   418.73978 1412.6191 ],[ 406.9095  249.262  1451.9661],[ 427.94727  299.21594 1292.9238 ],[ 413.80206  287.03555 1273.6204 ],[ 267.837    289.22452 1552.8108 ],[ 185.8123   244.38086 1496.3033 ],[ 168.65828  235.00258 1485.0018 ],[ 436.518   757.2753 1416.3583],[ 368.19434  445.2952  1444.623  ]
[ 402.6956   341.35284 1474.9491 ],[ 398.71863  419.3946  1411.4028 ],[ 406.98755  249.32428 1448.7231 ],[ 428.38367  299.5716  1291.7738 ],[ 414.3122  287.4131 1272.1398],[ 266.29895  291.16922 1546.9835 ],[ 184.80548  244.78403 1486.1265 ],[ 167.69926  235.04736 1473.9551 ],[ 435.48648  759.519   1413.2802 ],[ 366.92792  444.47586 1445.0327 ]
[ 402.5869  341.7082 1471.0298],[ 398.5334   420.08975 1411.1198 ],[ 407.0614   249.39449 1445.7192 ],[ 429.55804  300.69434 1291.2954 ],[ 415.70337  288.50394 1271.1182 ],[ 265.82312  291.61255 1540.431  ],[ 183.78343  245.19948 1477.0815 ],[ 166.52373  235.435   1464.4116 ],[ 435.99292  759.3221  1412.1204 ],[ 365.1162   442.95737 1445.5438 ]
[ 402.33057  341.96887 1468.1216 ],[ 398.354   420.5963 1411.1859],[ 407.06323  249.44945 1443.464  ],[ 430.68634  301.8276  1288.72   ],[ 416.9369   289.47778 1268.3461 ],[ 263.338    292.97733 1535.9608 ],[ 181.7471   245.19421 1465.5099 ],[ 164.47842  235.08096 1451.4197 ],[ 434.94907  758.2167  1416.4995 ],[ 365.34897  443.40076 1444.4978 ]
[ 402.03528  342.16528 1465.8799 ],[ 398.19495  420.9728  1411.3323 ],[ 407.05075  249.50801 1441.3776 ],[ 431.5535  302.7427 1286.5176],[ 417.86435  290.24066 1265.9901 ],[ 261.78986  293.96408 1530.0079 ],[ 179.86087  245.97647 1452.3124 ],[ 162.41179  235.75616 1436.7733 ],[ 434.70554  756.3256  1421.0034 ],[ 365.25702  443.2769  1445.1208 ]
[ 402.02145  342.52835 1462.3414 ],[ 397.9794   421.54437 1411.6606 ],[ 407.1136   249.59793 1438.9552 ],[ 432.22156  303.23218 1283.7601 ],[ 418.56635  290.6264  1262.9758 ],[ 261.04242  294.5476  1528.496  ],[ 178.39578  248.69443 1436.8933 ],[ 160.58562  238.81317 1418.5728 ],[ 435.31244  757.267   1417.2341 ],[ 364.9856   443.12695 1445.4316 ]
[ 402.0052   342.74765 1459.9535 ],[ 397.84277  421.89117 1410.7672 ],[ 407.19437  249.67313 1436.4991 ],[ 434.87454  306.04367 1284.223  ],[ 421.56714  293.31375 1262.7412 ],[ 262.5199  296.3969 1527.5646],[ 177.93933  257.3253  1416.7441 ],[ 159.41014  248.76581 1394.5801 ],[ 434.38458  754.2085  1425.9037 ],[ 364.59253  442.81766 1445.6873 ]
[ 402.0058   342.75067 1459.3956 ],[ 397.91132  421.9376  1409.6597 ],[ 407.29752  249.72849 1434.2178 ],[ 433.67926  304.45676 1277.6682 ],[ 420.04044  291.7215  1256.1881 ],[ 272.57068  308.7435  1538.5073 ],[ 188.79962  277.63876 1409.6846 ],[ 170.17395  270.7229  1383.92   ],[ 436.0293  761.1593 1406.293 ],[ 365.4843   443.55862 1445.7985 ]
[ 402.0406   342.79037 1458.6194 ],[ 398.02158  422.034   1408.2595 ],[ 407.39508  249.78928 1432.1251 ],[ 434.2795  305.1699 1279.5337],[ 420.81842  292.4378  1257.577  ],[ 296.744    324.84946 1541.037  ],[ 213.6307   297.49646 1413.8105 ],[ 195.18015  291.4243  1388.3652 ],[ 434.3305  758.0087 1418.5408],[ 366.7155  444.664  1445.6969]
