left_collar,left_elbow,left_hand,left_shoulder,left_wrist,right_collar,right_elbow,right_hand,right_shoulder,right_wrist
[ 340.24994  313.9491  1731.1759 ],[ 335.9482   371.14398 1685.3951 ],[ 352.4024   239.81213 1752.9663 ],[ 387.70355  286.73572 1577.1444 ],[ 381.10254  274.312   1557.4766 ],[ 276.672    326.35934 1746.6768 ],[ 261.12558  400.19833 1638.0771 ],[ 257.7656  416.1568 1616.3572],[ 345.95792  669.44714 1446.4944 ],[ 301.48434  394.86203 1650.2421 ]
[ 337.5797  314.2794 1731.3657],[ 334.26703  371.63556 1685.492  ],[ 349.74786  239.94765 1753.9757 ],[ 389.61493  283.5628  1581.4967 ],[ 383.5995   270.52823 1563.04   ],[ 274.19305  327.79507 1758.2313 ],[ 265.77713  398.37195 1623.5632 ],[ 263.92358  413.916   1596.6296 ],[ 346.0736  669.6229 1440.4844],[ 300.14346  396.4878  1651.2638 ]
[ 336.0011   315.05008 1731.3442 ],[ 333.03058  372.5265  1685.1042 ],[ 347.18817  240.43605 1755.1981 ],[ 387.4271   285.94766 1583.3093 ],[ 380.88596  273.63058 1563.378  ],[ 272.22018  329.67142 1751.3467 ],[ 268.83688  399.52753 1610.662  ],[ 268.08804  414.9892  1582.525  ],[ 345.6247   670.03656 1432.0685 ],[ 298.93436  397.24533 1653.4977 ]
[ 335.51816  316.25473 1731.2433 ],[ 332.95392  373.9273  1684.2583 ],[ 345.03018  241.50163 1758.0392 ],[ 390.98834  284.04337 1592.7068 ],[ 385.085    271.71094 1571.9255 ],[ 270.75937  331.49072 1732.9381 ],[ 268.18213  403.62698 1599.0321 ],[ 267.614    419.52875 1572.2509 ],[ 345.0938   670.16156 1427.2666 ],[ 298.7023   396.50876 1654.6787 ]
[ 335.27185  317.6199  1731.102  ],[ 333.0713   375.57333 1683.1376 ],[ 343.1024   242.98796 1762.0947 ],[ 386.54556  288.3463  1596.7192 ],[ 379.3924   277.43762 1573.9467 ],[ 269.84332  331.78217 1715.7998 ],[ 268.31003  405.1042  1583.9838 ],[ 267.97223  421.25778 1557.6206 ],[ 346.04364  670.825   1435.5525 ],[ 298.75797  395.31116 1654.6149 ]
[ 335.07996  319.6309  1730.2909 ],[ 333.20407  377.81998 1680.6956 ],[ 341.30054  245.515   1765.3114 ],[ 373.45715  325.5589  1543.8455 ],[ 362.97992  322.61133 1513.5663 ],[ 268.6597   334.05032 1700.5338 ],[ 268.7299   406.54413 1560.1688 ],[ 268.74548  422.63687 1532.0958 ],[ 346.62573  670.89886 1437.0114 ],[ 299.04608  392.51324 1652.5118 ]
[ 335.1374   321.76373 1729.2107 ],[ 333.41467  380.17224 1678.3317 ],[ 340.097   248.4635 1766.941 ],[ 391.46573  359.4822  1494.7236 ],[ 384.68948  364.07297 1456.5352 ],[ 267.5297   336.26065 1690.2173 ],[ 271.5511   407.08273 1541.0665 ],[ 272.45062  422.92468 1511.2363 ],[ 347.22583  671.4437  1440.7832 ],[ 300.2264   393.62512 1650.6335 ]
[ 335.3677   324.03513 1728.0073 ],[ 333.65942  382.5649  1675.8093 ],[ 339.1867   251.63524 1767.4432 ],[ 406.41354  355.45416 1482.7949 ],[ 399.4193   362.69766 1398.2705 ],[ 266.2949   339.19574 1681.971  ],[ 279.47787  409.44226 1533.8939 ],[ 282.4259   425.15112 1504.2786 ],[ 344.63672  670.3772  1422.1969 ],[ 301.4166  393.9678 1648.4285]
[ 335.71323  325.72534 1727.0697 ],[ 333.94293  384.4486  1674.587  ],[ 338.43555  254.15875 1767.4906 ],[ 406.83395  349.0037  1487.5215 ],[ 399.9901  352.7293 1402.9421],[ 265.58127  341.53705 1680.9291 ],[ 282.72232  410.96002 1531.1765 ],[ 286.56088  426.50665 1501.226  ],[ 345.16312  661.6949  1363.0729 ],[ 302.00385  393.91525 1647.352  ]
[ 336.34528  327.73236 1727.0408 ],[ 334.48126  386.705   1675.5591 ],[ 338.05862  256.3493  1767.6317 ],[ 405.23557  338.35944 1492.1906 ],[ 397.19763  336.39658 1409.8914 ],[ 265.1657  342.8574 1681.1476],[ 296.6556   394.23364 1508.1675 ],[ 303.8408  405.9563 1473.5714],[ 358.02853  674.9632  1487.144  ],[ 302.19943  395.62976 1648.2983 ]
[ 336.88562  330.2349  1727.8203 ],[ 334.951    389.49823 1677.9047 ],[ 337.94885  258.11746 1768.0017 ],[ 403.5481   337.31927 1494.2153 ],[ 394.59262  334.7425  1412.653  ],[ 264.83377  343.5382  1681.0485 ],[ 301.9894   367.13687 1490.7211 ],[ 310.58887  372.5987  1452.6556 ],[ 366.61047  670.81354 1564.1973 ],[ 303.57974  405.675   1650.2703 ]
[ 337.1457   332.75278 1726.6676 ],[ 335.19714  392.29828 1678.2474 ],[ 337.89313  259.56378 1767.8796 ],[ 398.2599  329.7144 1504.8589],[ 386.7267   323.35858 1427.4767 ],[ 264.54428  344.12503 1683.0841 ],[ 305.33755  351.47995 1496.8905 ],[ 314.74506  353.1761  1459.6517 ],[ 371.55872  670.33746 1599.5652 ],[ 303.06924  407.4153  1652.5475 ]
[ 337.36365  333.88403 1724.7161 ],[ 335.3964   393.61444 1677.6794 ],[ 337.89496  259.7153  1767.548  ],[ 385.2932  293.2415 1580.0386],[ 368.82043  270.97714 1533.4246 ],[ 263.58594  344.00403 1684.1451 ],[ 302.7298  341.4741 1498.8633],[ 311.7493   340.89114 1461.8069 ],[ 369.91724  676.78735 1570.983  ],[ 302.36603  405.096   1655.3875 ]
[ 337.5783  334.3806 1721.4327],[ 335.55145  394.16266 1676.2672 ],[ 337.92328  259.5261  1766.8586 ],[ 374.31107  247.52257 1670.2638 ],[ 368.53885  220.05798 1714.0554 ],[ 262.40964  341.9589  1665.2388 ],[ 301.41376  329.48373 1485.2743 ],[ 310.37698  326.6169  1449.2814 ],[ 362.3622   686.69885 1502.7471 ],[ 302.0384   401.26697 1657.7025 ]
[ 337.81927  334.50055 1718.8539 ],[ 335.71353  394.0274  1674.6812 ],[ 337.97003  259.27542 1766.3204 ],[ 366.12198  231.57869 1585.9409 ],[ 358.81717  199.11137 1602.266  ],[ 261.01816  339.9698  1656.1663 ],[ 298.38388  318.24588 1481.9663 ],[ 306.93655  313.2735  1447.1263 ],[ 350.97327  686.54346 1434.2634 ],[ 302.2425   399.29095 1660.5912 ]
[ 338.27228  334.08673 1715.3914 ],[ 335.959    394.60684 1672.2389 ],[ 338.07086  258.9027  1765.8065 ],[ 366.2403   204.49457 1627.3751 ],[ 364.9216   176.61745 1669.414  ],[ 261.64636  335.38306 1650.3906 ],[ 291.2581   308.30087 1471.2758 ],[ 298.06723  302.0734  1435.4528 ],[ 360.36267  685.80023 1460.6141 ],[ 302.93643  398.65424 1658.676  ]
